refcode,linker SMILES,metal,Largest Cavity Diameter,Pore Limiting Diameter,Largest Free Sphere,Gravity,Degree_Centrality,Betweenness_Centrality,Edge_Weight_Sum,Community_ID
ABAYOU,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Co,11.27344,4.5108,11.27344,0.7481413725826364,0.36283185840707965,0.013666737833325882,209.18526597651407,17
ACICOH,OC(=O)c1ccncc1,Ni,5.23439,3.67775,5.17003,0.5967716741365781,0.387434554973822,0.013454204360089256,62.95612514575357,52
ACODIH,OC(=O)c1ccc(cc1)P(=O)(c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,Zn,6.22954,4.82188,6.21878,0.6850921738367127,0.24150268336314848,0.0005639819102884969,231.2913329843429,20
ADEGIA,OC(=O)c1ccc(cc1)C(=O)O,Gd,2.88073,1.44486,2.87942,0.8703536084828513,0.4528301886792453,0.04400004567023403,62.2239993375646,128
ADEGIA01,OC(=O)c1ccc(cc1)C(=O)O,Gd,2.88895,1.25148,2.80568,0.9057634494000446,0.4716981132075472,0.045760952115955114,64.59036354420003,128
ADOGEH,OC(=O)c1c(N)c(C(=O)O)c(c(c1N)C(=O)O)N,Cu,11.03247,5.06101,11.02439,0.9270035734321839,0.1764705882352941,0.003676470588235294,2.4772091276853154,179
AFOVAT,OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)O,La,6.397,4.99848,6.31381,0.8366777300390676,0.2838709677419355,0.26901150610235885,37.66911595110573,72
AGIREP,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Zn,10.94794,6.84992,7.97997,0.6677927525970271,0.4740608228980322,0.003721111240079751,459.28368371522885,20
AGUMAR,OC(=O)c1cc(nc(c1)C(=O)O)C(=O)O,Cu,2.77761,1.51228,2.76762,0.6017469000730185,0.1262683201803833,0.0014816082045358097,95.30350586964643,8
AHAKEA,Oc1cc(nc(c1)C(=O)O)C(=O)O,Ce,1.97554,0.99077,1.96307,0.6597118403409521,0.1511627906976744,0.01540905909774014,10.783438802373954,182
AHETAK,OC(=O)c1ccncc1,Co,9.74824,6.48486,9.74824,0.43295941669752513,0.2728613569321534,0.0030273554871335664,159.09704475036455,17
AKOXIJ,OC(=O)c1ccncc1,Ni,7.14788,4.61354,6.21478,0.571295982183478,0.3717277486910995,0.012536628716014443,60.46471798756525,52
ALEQIT,OC(=O)c1ccc(cc1)C(=O)O,Tb,2.33632,1.40235,2.31142,0.7236473305128955,0.5846153846153846,0.033601404595311676,98.73803244777133,96
ALUJEX,OC(=O)c1ccc(cc1)C(=O)O,La,4.21186,1.415,4.15505,0.6929918579594804,0.3870967741935484,0.06253969941234108,51.57895296237323,72
ALUJOH,OC(=O)c1ccc(cc1)C(=O)O,Nd,4.23007,1.46065,4.09972,0.7981868052963428,0.3984375,0.13456051553926754,43.8082129127416,68
ALUJUN,OC(=O)c1ccc(cc1)C(=O)O,Y,2.72505,1.11645,2.54188,1.0,0.8333333333333333,0.13653937373887456,26.15101528477348,56
ALUKIC,OC(=O)c1ccc(cc1)/N=N/c1ccc(cc1)C(=O)O,Ce,6.69309,5.0685,6.69309,0.7153121350699416,0.2558139534883721,0.0007812630480372744,18.875973390984193,182
AMBZAG10,OC(=O)c1ccc(cc1)N,Ag,2.32181,1.18814,2.31351,0.38227657021379563,0.0945945945945946,0.012602634171108067,17.311156003406808,330
AMIKOX,n1ccc(cc1)[C@@H]1[C@@H](c2ccncc2)[C@@H]([C@H]1c1ccncc1)c1ccncc1,Cd,3.47183,2.70035,3.46539,0.83818936363958,0.043478260869565216,0.0,2.4522671872065995,160
AMIXOK,OC(=O)c1ccc(cc1)C(=O)O,Nd,2.04656,0.8728,2.04656,0.6282713282576147,0.390625,0.04159479883669094,43.09718802386712,68
AMIXUQ,OC(=O)c1ccc(cc1)C(=O)O,Yb,1.94185,0.80815,1.92529,0.8966677765153505,0.75,0.04666770909770811,26.449088963861655,67
AMOBEL,OC=O,Zn,4.50747,1.87299,4.48662,0.8369983415674638,0.8823529411764706,0.002109940969568799,59.813605533319,3
AMOBEL02,OC=O,Zn,4.47286,1.9558,3.8007,0.862441668912562,0.7941176470588235,0.0015397762303390168,53.84475926022235,3
AMURUX,OC=O,Mg,4.2686,2.1039,4.2686,0.947928593389774,0.8214285714285714,0.0015589042949701612,68.83612097930416,9
AMURUX06,OC=O,Mg,4.29345,2.11487,4.29345,0.8611979017392756,0.8809523809523809,0.0017906569872508126,73.83194028585008,9
APARAM,O=C(c1ccc(cc1)c1ccncc1)CC(=O)C(F)(F)F,Mn,12.00094,11.06313,12.00094,0.5840671470024753,0.006289308176100629,0.0,2.476494536812054,213
APAYUN,OC(=O)c1ccc(cc1)c1ccc(cc1)c1cc(cc(c1)C(=O)O)C(=O)O,La,5.97076,4.10555,5.96499,0.490171893459364,0.3032258064516129,0.015570831988805427,40.20583854202689,72
APAZEY,OC(=O)c1ccc(cc1)c1ccc(cc1)c1ccc(cc1)c1cc(cc(c1)C(=O)O)C(=O)O,Tb,6.61049,4.46802,6.61008,0.48303972301426157,0.441025641025641,0.009799738990485063,74.44778485028588,96
APAZIC,OC(=O)c1ccc(cc1)c1ccc(cc1)c1ccc(cc1)c1cc(cc(c1)C(=O)O)C(=O)O,La,7.1095,4.73443,7.1095,0.462033776789356,0.2903225806451613,0.0100614499761894,38.58610358003706,72
APUPEH,OC(=O)c1cc(O)c(c(c1)O)c1c(O)cc(cc1O)C(=O)O,Cu,20.13909,14.64242,20.13909,0.599363519825562,0.1589627959413754,0.003517054569101816,119.78844961243226,8
AQAJEI,OC(=O)c1ccc(cc1)n1cnnc1,Zn,6.90366,2.45763,6.89498,0.696160587858241,0.11359570661896243,4.047338320502927e-05,108.3110418335561,20
AQEQIW,OC(=O)c1cc(C(=O)O)c(cc1C(=O)O)C(=O)O,Zn,6.30636,5.13016,6.19765,0.6809063551224144,0.13237924865831843,0.0017343455294136982,127.23730326490018,20
ASOSUY,OC(=O)c1cc(cc(c1)C(=O)O)[Si](c1cc(cc(c1)C(=O)O)C(=O)O)(C)C,Cu,7.85041,4.3366,7.85041,0.6067945987714534,0.17700112739571588,0.00010992338374753788,133.19283531551096,8
ASUKEE,n1ccc(cc1)c1ccncc1,Cu,4.78914,3.45844,4.64139,0.885152141590217,0.5246636771300448,0.03867420815538253,99.8219006029095,149
ASUKEE01,n1ccc(cc1)c1ccncc1,Cu,4.79531,3.45398,4.62079,0.7950480731267905,0.4977578475336323,0.030522121646859742,95.21371788389821,149
ATICEL,OC=O,Mn,4.92685,3.92515,4.92685,0.8158515822667726,0.9044943820224719,0.0008443538020666484,160.62777222486767,15
ATIJOC,OC(=O)c1ccc(cc1)C(=O)O,La,2.43591,1.57416,2.43591,0.6618202361151071,0.3741935483870968,0.05390811937404152,50.36726631528285,72
ATIKAP,OC(=O)c1ccc(cc1)C(=O)O,Gd,2.27471,1.13195,2.26873,0.7821967025044103,0.42138364779874216,0.03693353098532048,57.79144311625766,128
ATIKIX,OC(=O)c1ccc(cc1)C(=O)O,Y,2.28779,1.13671,2.2837,0.8327983039626192,0.7777777777777777,0.0935276616873466,24.60470757109639,56
AVAQAP,OC(=O)c1ccc(cc1)C(=O)O,Nd,2.40942,1.50209,2.40942,0.6535300725645523,0.40625,0.042728010273862714,44.955015986016164,68
AVAQAP01,OC(=O)c1ccccc1C(=O)O,Nd,2.39408,1.52954,2.39408,0.5346781796287257,0.1015625,0.23355140129560412,10.766700403733251,68
AVIHIY,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Ho,6.02076,5.53553,6.00599,0.7890489377560249,0.4444444444444445,0.15756330564530202,17.188492345321702,24
AVOFUM,OC(=O)c1ccc(cc1)C(=O)O,Ag,1.32025,0.72471,1.32025,0.7271315143402141,0.14864864864864866,0.14839837511088047,27.983177797001538,330
AVUCEA,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Co,6.42752,3.7088,6.42391,0.8122338226613817,0.4056047197640118,0.017558962919381138,232.77015063071545,17
AVUYAR,OC(=O)CN(CC(=O)O)CC(=O)O,Pr,1.72987,0.89137,1.55301,0.9545924318513198,0.043478260869565216,0.0,0.808110560192804,121
AWEWUV,OC(=O)c1cc(cc(c1)C(=O)O)N1C(=O)c2c(C1=O)cccc2,Cu,3.60333,2.06758,3.60332,0.6041210433388766,0.11161217587373168,4.7607995243926605e-05,82.41098493446718,8
AXUBAW,OC(=O)c1c([C])c([C])c(c(c1[C])[C])C(=O)O,Zn,14.22565,6.29419,14.20215,0.8796742675921108,0.4375,0.012242063492063492,5.639009239778167,139
AYOZUL,OC(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,Er,10.52613,2.59178,10.51214,0.8012827544757972,0.33707865168539325,0.0016179024025496506,25.90049240158135,35
BADHUM01,OC(=O)c1ccc(cc1)C(=O)O,Sc,3.74769,2.58193,3.73653,0.6616991637314882,0.9361702127659575,0.0037836971092883756,43.136299190652274,18
BADZAK,OC(=O)c1ccc(cc1)C(=O)O,Zn,7.13491,5.24025,7.05818,0.6729226048178103,0.5330948121645797,0.003175664370845976,522.8551057733166,20
BAFRAD,OC(=O)c1cc2[nH]cnc2cc1C(=O)O,Sm,2.03853,0.88051,2.03853,0.540973813292934,0.02247191011235955,0.0,1.630767318840413,332
BASHEJ,N#CNC#N,Co,7.22594,4.25266,7.22552,1.0,0.9333333333333333,0.013587338587338592,13.993849280369991,58
BAZVIK,OP(=O)(c1cc(cc(c1)P(=O)(O)O)P(=O)(O)O)O,Ba,1.79116,1.04709,1.78118,0.7392121994072174,0.033707865168539325,0.04443309499489275,2.520299491781355,31
BECRUX01,OP(=O)(CCCCP(=O)(O)O)O,Zn,2.64764,1.97326,2.64693,0.8952690849062741,0.3150684931506849,0.016741804738494945,22.042537483236636,102
