Threshold,Method,Run,Model,Accuracy,Confusion_Matrix,Cohen_Kappa,Num_Edges,Num_Nodes,Modularity,Num_Communities,Avg_Community_Size,Avg_Clustering,Graph_Density,Avg_Degree
0.95,random,3,GraphSAGE,0.5526315789473685,"[[10, 0, 1, 0], [2, 4, 3, 1], [2, 1, 3, 1], [1, 3, 2, 4]]",0.3996282527881041,96,188,0.9886865339140641,92,2.0434782608695654,0.0,0.0054613721697576514,1.0212765957446808
0.95,random,3,GCN,0.5789473684210527,"[[9, 1, 1, 0], [3, 4, 0, 3], [1, 1, 4, 1], [3, 1, 1, 5]]",0.42964352720450283,96,188,0.9886865339140641,92,2.0434782608695654,0.0,0.0054613721697576514,1.0212765957446808
0.95,random,3,GAT,0.5789473684210527,"[[9, 1, 1, 0], [2, 3, 1, 4], [1, 1, 4, 1], [2, 1, 1, 6]]",0.4323062558356675,96,188,0.9886865339140641,92,2.0434782608695654,0.0,0.0054613721697576514,1.0212765957446808
