refcode,linker SMILES,metal,Largest Cavity Diameter,Pore Limiting Diameter,Largest Free Sphere,Gravity,Degree_Centrality,Betweenness_Centrality,Edge_Weight_Sum,Community_ID
ABAVIJ,OC(=O)c1ccncc1,Co,4.43864,2.4964,3.9804,0.40448836612364597,0.2540381791483113,0.003032646724559785,148.7662938119958,78
ABAVOP,OC(=O)c1ccncc1,Co,3.53566,2.44164,3.51741,0.40849001599827667,0.25844346549192365,0.002866015590696399,151.20525728512305,78
ABAVUV,OC(=O)c1ccncc1,Co,4.9992,4.29904,4.982,0.3931796690000625,0.24816446402349485,0.002806750779803865,145.53990441374884,78
ABAYIM,OC(=O)c1nccnc1C(=O)O,Ag,1.2109,0.51751,1.2109,0.1845032218258608,0.044444444444444446,2.762173893126274e-05,9.084806437276255,84
ABAYIO,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Mn,11.39487,4.3226,11.39487,0.08835880584512637,0.40336134453781514,0.009005701026019464,164.29085639267774,21
ABAYOS,OC(=O)c1nccnc1C(=O)O,Ag,1.45533,0.64478,1.45533,0.3098744600428396,0.04,2.2661421470945284e-05,8.085761663846434,84
ABAYOS01,OC(=O)c1nccnc1C(=O)O,Ag,1.43609,0.70443,1.40839,0.1845226627091508,0.044444444444444446,4.4140383426097703e-05,9.085546719101393,84
ABAYOU,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Co,11.27344,4.5108,11.27344,0.7241270182180106,0.36710719530102787,0.01471540361958362,212.72469082304895,78
ABEMIF,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Cu,11.25251,6.80253,11.25251,0.6222015995965104,0.5105908584169454,0.0057506496178664716,398.2367620398566,9
ABIWOX,OC(=O)c1cncc(c1)C(=O)O,Co,1.81541,0.7958,1.80785,0.3271418476499107,0.19970631424375918,0.0032644437169861693,114.30644360996955,78
ABUFOU,OC(=O)/C=C/c1ccc(cc1)/C=C/C(=O)O,Mn,2.13608,1.65727,2.11833,0.18792653762055728,0.008403361344537815,0.004251082142803807,3.413313475963832,21
ABUFUA,OC(=O)/C=C/c1ccc(cc1)/C=C/C(=O)O,Fe,2.05942,1.64222,2.05073,0.0,1.0,0.0,0.8171449995284192,742
ABUWOJ,OC(=O)c1ccc(cc1)C(=O)O,Zn,3.23457,1.404,3.20514,0.6734646099358692,0.523725834797891,0.002996980654735488,522.2563837617341,402
ACAFAO,[O-][n+]1ccc(cc1)c1ccc(cc1)C(=O)O,Pb,6.22232,5.37253,6.18758,0.20146019860987086,0.18471337579617836,0.00043200823339891375,24.945940324767268,190
ACAJOG,OC(=O)c1cc(F)cnc1,Cu,3.3423,1.69329,3.34162,0.1308504584492194,0.11482720178372352,0.0001895444318217952,84.8328955908717,9
ACAKEX,OC(=O)c1cc(Cl)cnc1,Cu,2.82904,1.09185,2.4209,0.12649363173222236,0.11148272017837235,0.00011400695360344852,82.07197998832434,9
ACAZEK,NCCN,Ag,1.67292,0.95578,1.29275,0.39558204843240996,0.8333333333333333,0.0037030800816848465,29.9092322794898,85
ACIBOE,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Zn,8.26184,7.04151,8.26184,0.3983314970201999,0.44903339191564146,0.0033965692533042585,441.8714451794662,402
ACICOH,OC(=O)c1ccncc1,Ni,5.23439,3.67775,5.17003,0.6231843197925202,0.39473684210526316,0.01817456990441818,63.896420774751626,298
