refcode,linker SMILES,metal,Largest Cavity Diameter,Pore Limiting Diameter,Largest Free Sphere,Gravity,Degree_Centrality,Betweenness_Centrality,Edge_Weight_Sum,Community_ID
ABAYOU,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Co,11.27344,4.5108,11.27344,0.7066360800080925,0.3724340175953079,0.016098045173591716,215.60097657046316,36
ABEMIF,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Cu,11.25251,6.80253,11.25251,0.5992858107802324,0.49720044792833146,0.005675181304013317,385.5748135100875,20
ACICOH,OC(=O)c1ccncc1,Ni,5.23439,3.67775,5.17003,0.633770534742367,0.39999999999999997,0.016443593296290825,65.05579132776388,78
AFOVAT,OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)O,La,6.397,4.99848,6.31381,0.6787558344344249,0.2838709677419355,0.1423764878334065,37.75808480764239,204
AFUDIR,OC(=O)c1ccc(cc1)c1ccc(cc1)c1cc(cc(c1)C(=O)O)C(=O)O,Dy,6.0481,3.95219,6.0481,0.8243589532003504,0.39823008849557523,0.026749767343490494,38.608083401445356,666
ALEQIT,OC(=O)c1ccc(cc1)C(=O)O,Tb,2.33632,1.40235,2.31142,0.6762065802038476,0.5459183673469388,0.03158503029460898,92.5263883744292,87
ALUJEX,OC(=O)c1ccc(cc1)C(=O)O,La,4.21186,1.415,4.15505,0.7335414488841756,0.3870967741935484,0.07871504758275451,51.52624821107074,204
ALUJUN,OC(=O)c1ccc(cc1)C(=O)O,Y,2.72505,1.11645,2.54188,1.0,0.861111111111111,0.15458265241317143,26.79057325209455,325
ALUKIC,OC(=O)c1ccc(cc1)/N=N/c1ccc(cc1)C(=O)O,Ce,6.69309,5.0685,6.69309,0.7514496344094423,0.26744186046511625,0.0016160981059386522,19.556443081760168,19
AMALND,OC(=O)CC(=O)O,Nd,2.91841,2.05934,2.91232,0.9533923522041582,0.6296296296296295,0.006501168145144225,14.186225955039362,261
AMIKOX,n1ccc(cc1)[C@@H]1[C@@H](c2ccncc2)[C@@H]([C@H]1c1ccncc1)c1ccncc1,Cd,3.47183,2.70035,3.46539,0.8389546996428412,0.014492753623188406,0.0,0.8213439605581259,120
AQAJEI,OC(=O)c1ccc(cc1)n1cnnc1,Zn,6.90366,2.45763,6.89498,0.6702424676859311,0.10666666666666667,3.696626407707497e-05,102.38297706946395,16
ASUKEE01,n1ccc(cc1)c1ccncc1,Cu,4.79531,3.45398,4.62079,0.9573132530762891,0.5291479820627802,0.03704306446401542,100.9240168072762,40
ATIJOC,OC(=O)c1ccc(cc1)C(=O)O,La,2.43591,1.57416,2.43591,0.6567356229100554,0.3741935483870968,0.04435341897358123,50.27110226307207,204
AVIVOQ,n1ccc(cc1)c1sc(c(c1c1ccncc1)c1ccncc1)c1ccncc1,Ag,11.94166,7.13511,11.94166,0.46167744583883324,0.02242152466367713,1.4813019297324232e-05,4.51145332047569,423
AVUCEA,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Co,6.42752,3.7088,6.42391,0.7842646086004227,0.4046920821114369,0.017851682432310865,234.18689540457825,36
AVUFED,OC(=O)c1cc(cc(c1)S(O)(O)O)C(=O)O,Na,2.05985,1.11394,2.05985,0.9972712569595362,0.13043478260869565,0.16798418972332016,2.607780658640408,5
BAFRAD,OC(=O)c1cc2[nH]cnc2cc1C(=O)O,Sm,2.03853,0.88051,2.03853,0.6144123045617664,0.022727272727272728,0.0,1.630767318840413,241
BECRUX01,OP(=O)(CCCCP(=O)(O)O)O,Zn,2.64764,1.97326,2.64693,0.9072572528921032,0.2702702702702703,0.00406862692583037,19.051760775231752,149
BEPNER,CC([C@@H](C(=O)O)NCc1ccncc1)C,Zn,3.72227,2.61847,3.71687,1.0,0.8,0.00452119190006187,18.775827476366246,39
BIBQOV,OC(=O)c1cc(ccc1C(=O)O)c1cccc(c1C(=O)O)C(=O)O,Zn,4.4038,3.68784,4.37284,0.6670625047682297,0.015111111111111112,2.681645335994186e-05,13.839744968601694,16
BIXCOC,OC(=O)c1cccc(c1)n1c(=O)c2ccc3c4c2c(c1=O)ccc4c(=O)n(c3=O)c1cccc(c1)C(=O)O,Co,2.54276,1.42254,2.53044,0.6861314225702584,0.011730205278592375,0.0029326712595717525,6.734282547961675,36
BOHWUS,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Zr,18.51108,12.44368,18.50375,0.7076294789996638,0.46629213483146065,0.052766243279799105,69.46053715968274,52
BOJYIK,OC(=O)c1ccc(cc1)C(=O)O,Tb,2.82325,1.20848,2.8096,0.6937974616794663,0.5714285714285714,0.02951380648701902,96.90445194752914,87
BUKPAZ,OC(=O)c1ccc(cc1)c1c(C)c(C)c(c(c1C)C)B(c1c(C)c(C)c(c(c1C)C)c1ccc(cc1)C(=O)O)c1c(C)c(C)c(c(c1C)C)c1ccc(cc1)C(=O)O,Co,10.48517,2.09064,10.48517,0.7282600714175459,0.03812316715542522,0.0015357287856865734,21.46161645203922,36
CADQAB,OC(=O)c1cc(O)c(cc1O)C(=O)O,Pr,5.91081,1.99986,5.91081,0.7468826964065838,0.06930693069306931,0.003937394443766337,6.013790051171245,113
CADQOP,OC(=O)c1cc(O)c(cc1O)C(=O)O,Ce,5.78677,2.03409,5.75956,0.6918092171843558,0.06976744186046512,0.04601915184678522,5.175417533665672,19
CAJHUS01,OC=O,Fe,2.94774,2.27231,2.94375,0.9892697826834753,0.9058823529411765,0.0017939216020052245,76.8864065976037,10
CAQKAJ01,OC(=O)c1cc(c2ccc(cc2)C(=O)O)c(cc1c1ccc(cc1)C(=O)O)C(=O)O,Co,4.31026,3.33291,4.28833,0.7552322773852413,0.19501466275659823,0.0030715427544045367,111.60518470009178,36
CAVMUJ01,OC(=O)c1ccc(cc1)C(=O)O,Sc,2.33589,1.37745,2.31229,0.6399435793942978,0.9361702127659575,0.004566203280918989,43.239344954877886,154
CDLGLU02,OC(=O)CC[C@@H](C(=O)O)N,Cd,2.45376,1.53739,2.45376,1.0,0.47368421052631576,0.025104448611116333,7.860963753259055,110
CENQAP,OC(=O)c1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1)C(=O)O)c1ccc(cc1)c1ccc(cc1)C(=O)O,Zn,15.21239,13.05982,15.20554,0.6737120203000255,0.216,0.00011637059229995776,211.0189403754399,16
CIDCAW,OC(=O)c1cc(nn1Cc1cc(cc(c1)C(=O)O)C(=O)O)C(=O)O,Cd,6.698,3.4283,6.698,0.627026299794553,0.037943696450428395,0.0060671165164740675,25.19990518546677,178
CIFGOP,OC(=O)c1ccc(c2c1cccc2)C(=O)O,Zn,2.29587,1.51276,2.27285,0.6658713741773841,0.04533333333333334,0.0012165475360889333,42.36614652990008,16
