refcode,linker SMILES,metal,Largest Cavity Diameter,Pore Limiting Diameter,Largest Free Sphere,Gravity,Degree_Centrality,Betweenness_Centrality,Edge_Weight_Sum,Community_ID
ACAFAO,[O-][n+]1ccc(cc1)c1ccc(cc1)C(=O)O,Pb,6.22232,5.37253,6.18758,0.6348616614466019,0.178343949044586,0.000294315662769698,24.138489929073057,121
ACOGEF,O=C(N1CCN(CCN(CCN(CC1)C(=O)Nc1ccncc1)C(=O)Nc1ccncc1)C(=O)Nc1ccncc1)Nc1ccncc1,Cd,5.22428,3.94888,4.76827,0.8466756059299579,0.003676470588235294,3.4468937917856586e-06,2.6664556691987276,59
AFOVAT,OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)O,La,6.397,4.99848,6.31381,0.8403375293928697,0.2903225806451613,0.2609751940318985,38.828062084010554,269
AGIREP,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Zn,10.94794,6.84992,7.97997,0.6815898199107417,0.45584299732381806,0.0035037749392081655,442.1909784505164,18
AHOKIR01,OP(=O)(CCCCP(=O)(O)O)O,Cu,4.25517,3.48028,4.25517,0.8519631189828306,0.43478260869565216,0.05507246376811594,8.928819695200913,113
AHONIU,OC(=O)c1cccc(c1)C(=O)O,Sm,2.75654,1.50813,2.75508,0.7244069251997609,0.3258426966292135,0.10568301733625542,24.421789225350008,42
AKOXIJ,OC(=O)c1ccncc1,Ni,7.14788,4.61354,6.21478,0.6079304832854148,0.39999999999999997,0.01530213811861034,64.76563395651763,165
ALEQIT,OC(=O)c1ccc(cc1)C(=O)O,Tb,2.33632,1.40235,2.31142,0.746389691523451,0.5939086294416244,0.0347933597774481,101.38941541203876,127
ALICEE,[nH]1cnnc1,Cu,8.89228,8.87656,8.89228,1.0000000000000002,0.7894736842105263,0.006756663529109347,14.920597824943847,135
ALUJEX,OC(=O)c1ccc(cc1)C(=O)O,La,4.21186,1.415,4.15505,0.704324849672986,0.3935483870967742,0.06806549471439029,52.53260939950891,269
ALUJOH,OC(=O)c1ccc(cc1)C(=O)O,Nd,4.23007,1.46065,4.09972,0.6990995815721799,0.4496124031007752,0.06005717177942086,49.65420317081953,147
AMIXOK,OC(=O)c1ccc(cc1)C(=O)O,Nd,2.04656,0.8728,2.04656,0.7287110033850216,0.4263565891472868,0.09706592973808001,47.11314846540011,147
AMOBEL02,OC=O,Zn,4.47286,1.9558,3.8007,0.8953303040302356,0.8676470588235294,0.00191325832800852,58.83752929476372,174
APARAM,O=C(c1ccc(cc1)c1ccncc1)CC(=O)C(F)(F)F,Mn,12.00094,11.06313,12.00094,0.6423063151513331,0.006276150627615062,0.0,2.476494536812054,31
ASACAZ,OC(=O)c1c(ccc(c1C(=O)O)C(=O)O)C(=O)O,Mn,2.54745,0.84822,1.10096,0.639723341285183,0.025104602510460247,8.959196301433447e-06,9.863481288288634,31
ASALEL,OC(=O)/C=C/c1cccnc1,Zn,1.85644,1.15755,1.78178,0.6868513849490069,0.007136485280999108,0.00048366397088144155,6.73924449478095,18
