refcode,linker SMILES,metal,Largest Cavity Diameter,Pore Limiting Diameter,Largest Free Sphere,Gravity,Degree_Centrality,Betweenness_Centrality,Edge_Weight_Sum,Community_ID
ABAYOU,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Co,11.27344,4.5108,11.27344,0.7066360800080925,0.3724340175953079,0.016098045173591716,215.60097657046316,552
ABEMIF,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Cu,11.25251,6.80253,11.25251,0.5992858107802324,0.49720044792833146,0.005675181304013317,385.5748135100875,19
ABUFOU,OC(=O)/C=C/c1ccc(cc1)/C=C/C(=O)O,Mn,2.13608,1.65727,2.11833,0.5846165832385496,0.00631578947368421,0.00421258876088514,2.55771843835571,22
ACICOH,OC(=O)c1ccncc1,Ni,5.23439,3.67775,5.17003,0.633770534742367,0.39999999999999997,0.016443593296290825,65.05579132776388,155
ADEGIA,OC(=O)c1ccc(cc1)C(=O)O,Gd,2.88073,1.44486,2.87942,0.817531611282077,0.44025157232704404,0.045032479870293074,60.38803436931635,163
ADEGIA01,OC(=O)c1ccc(cc1)C(=O)O,Gd,2.88895,1.25148,2.80568,0.7607465508924498,0.4276729559748428,0.037294036516240206,58.74268053845136,163
AFIXAO,c1ncc[nH]1,Co,6.33013,4.53148,6.32971,1.0,1.0,0.024338624338624337,9.975356873191537,95
AFOTOF,OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)O,Eu,6.60057,5.0347,6.59902,0.46974844063280463,0.3684210526315789,0.0129524880559935,79.39775606807572,132
AFOVAT,OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)O,La,6.397,4.99848,6.31381,0.6787558344344249,0.2838709677419355,0.1423764878334065,37.75808480764239,141
AHAKEA,Oc1cc(nc(c1)C(=O)O)C(=O)O,Ce,1.97554,0.99077,1.96307,0.6553323096234316,0.13953488372093023,0.024347758924765515,9.982188659550971,181
AHETAK,OC(=O)c1ccncc1,Co,9.74824,6.48486,9.74824,0.4137225385625245,0.26832844574780057,0.0032095972000333287,157.60585189216533,552
AHONEQ,OC(=O)c1cccc(c1)C(=O)O,Eu,2.76177,1.49883,2.76048,0.47883466834269534,0.3360323886639676,0.021710007410869488,69.76624949727649,132
AKOXIJ,OC(=O)c1ccncc1,Ni,7.14788,4.61354,6.21478,0.6195025307291242,0.39473684210526316,0.014761639927549275,63.90095719942931,155
ALEQIT,OC(=O)c1ccc(cc1)C(=O)O,Tb,2.33632,1.40235,2.31142,0.6762065802038476,0.5459183673469388,0.03158503029460898,92.5263883744292,166
ALICEE,[nH]1cnnc1,Cu,8.89228,8.87656,8.89228,1.0,0.894736842105263,0.005088875406212867,16.89367945849052,72
ALUJEX,OC(=O)c1ccc(cc1)C(=O)O,La,4.21186,1.415,4.15505,0.7335414488841756,0.3870967741935484,0.07871504758275451,51.52624821107074,141
ALUJUN,OC(=O)c1ccc(cc1)C(=O)O,Y,2.72505,1.11645,2.54188,1.0,0.861111111111111,0.15458265241317143,26.79057325209455,331
ALUKAU,OC(=O)c1ccc(cc1)C(=O)O,Dy,2.77694,1.1742,2.69277,0.653667175381211,0.49557522123893805,0.030713245238162167,48.68288365312955,423
ALUKIC,OC(=O)c1ccc(cc1)/N=N/c1ccc(cc1)C(=O)O,Ce,6.69309,5.0685,6.69309,0.7514496344094423,0.26744186046511625,0.0016160981059386522,19.556443081760168,181
ALULEZ,OC(=O)c1ccc(cc1)/N=N/c1ccc(cc1)C(=O)O,Ce,18.75081,13.38249,18.51252,0.607374188669076,0.26744186046511625,0.001361314906387037,19.580805262291012,181
AMIYIG,OC=O,Fe,4.51764,1.94778,4.51764,0.9274060159167969,0.8,0.0014074522322721262,67.78832082639548,8
AMOBEL01,OC=O,Zn,4.51868,1.88469,4.50899,0.8406979734688815,0.8529411764705882,0.0020699813723463255,57.81079163208442,18
APARAM,O=C(c1ccc(cc1)c1ccncc1)CC(=O)C(F)(F)F,Mn,12.00094,11.06313,12.00094,0.5500477041382251,0.004210526315789474,0.0,1.638471566319686,22
APAYOH,OC(=O)c1ccc(cc1)c1ccc(cc1)c1cc(cc(c1)C(=O)O)C(=O)O,Tb,5.99371,4.14872,5.99371,0.5046975044556062,0.4591836734693877,0.010760072029423588,78.16846747852006,166
APAYUN,OC(=O)c1ccc(cc1)c1ccc(cc1)c1cc(cc(c1)C(=O)O)C(=O)O,La,5.97076,4.10555,5.96499,0.5000475257390702,0.3096774193548387,0.013629393767676707,40.950761840302974,141
APAZOI,OC(=O)c1ccc(cc1)c1cc(cc(c1)C(=O)O)C(=O)O,La,4.80201,4.01752,4.80201,0.515600472979247,0.3225806451612903,0.010484208151208641,42.808735629194175,141
AQAJEI,OC(=O)c1ccc(cc1)n1cnnc1,Zn,6.90366,2.45763,6.89498,0.6702424676859311,0.10666666666666667,3.696626407707497e-05,102.38297706946395,40
AQMAND,OC(=O)CC(=O)O,Nd,2.62643,1.22555,2.62643,0.9533923522041582,0.48148148148148145,0.0025619552064340507,10.973975800847267,301
ASUKEE,n1ccc(cc1)c1ccncc1,Cu,4.78914,3.45844,4.64139,0.7902929335631701,0.4663677130044843,0.02715062992361164,89.0416225330637,193
ASUKEE01,n1ccc(cc1)c1ccncc1,Cu,4.79531,3.45398,4.62079,0.9573132530762889,0.5291479820627802,0.03704306446401541,100.9240168072762,193
ATIBOU,OC=O,Mn,4.73785,3.95216,4.73724,0.7005473520025332,0.8426966292134831,0.0007215186473932041,149.55839710011935,6
ATIJOC,OC(=O)c1ccc(cc1)C(=O)O,La,2.43591,1.57416,2.43591,0.6567356229100554,0.3741935483870968,0.04435341897358123,50.27110226307207,141
ATIKAP,OC(=O)c1ccc(cc1)C(=O)O,Gd,2.27471,1.13195,2.26873,0.7882946120038488,0.4276729559748428,0.04263491867533865,58.69848479122413,163
ATIKIX,OC(=O)c1ccc(cc1)C(=O)O,Y,2.28779,1.13671,2.2837,0.734270212560771,0.75,0.08210436756479074,23.56764871169032,331
AVERUP,[nH]1cnnc1,Cd,5.85569,2.96583,4.5012,1.0,1.0,0.013069195761503455,13.951324805082066,12
AVILAT,OC(=O)c1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)C(=O)O,Mn,5.69489,1.64036,5.68637,0.6244257028133073,0.061052631578947365,1.0521988523053247e-05,25.029992150615694,22
AVUCEA,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Co,6.42752,3.7088,6.42391,0.7842646086004227,0.4046920821114369,0.017851682432310865,234.18689540457825,552
AVUFED,OC(=O)c1cc(cc(c1)S(O)(O)O)C(=O)O,Na,2.05985,1.11394,2.05985,0.9972712569595362,0.13043478260869565,0.16798418972332016,2.607780658640408,348
AXINIF,OC(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,Co,9.61893,8.65143,9.60699,0.4026714048754648,0.2668621700879765,0.002581730251659856,155.27198057462923,552
AZIYOX02,OC(=O)CCCCC(=O)O,Nd,2.5727,1.04799,2.5727,0.6715411485907327,0.7407407407407407,0.00804541951971234,18.42174119726079,301
BABCUE,O=C(c1ccncc1)Nc1ccc(c(c1)C(=O)O)C(=O)O,Mn,2.17946,1.50687,2.17946,0.6247312106199467,0.042105263157894736,0.0002171665614824991,16.43448083917832,22
BADZAK,OC(=O)c1ccc(cc1)C(=O)O,Zn,7.13491,5.24025,7.05818,0.6589743192817143,0.5333333333333333,0.00332022088253116,525.700529970217,40
BAFRAD,OC(=O)c1cc2[nH]cnc2cc1C(=O)O,Sm,2.03853,0.88051,2.03853,0.6144123045617664,0.022727272727272728,0.0,1.630767318840413,211
BAZBIQ,OC(=O)c1cc(cc(c1)C(=O)O)c1cc(cc(c1)C(=O)O)C(=O)O,Fe,4.52819,2.35835,4.52114,0.6046916207968485,0.427536231884058,0.004578328963309165,50.55160127390076,27
BAZVIK,OP(=O)(c1cc(cc(c1)P(=O)(O)O)P(=O)(O)O)O,Ba,1.79116,1.04709,1.78118,0.7546590889013377,0.033707865168539325,0.04443309499489275,2.520299491781355,42
