refcode,linker SMILES,metal,Largest Cavity Diameter,Pore Limiting Diameter,Largest Free Sphere,Gravity,Degree_Centrality,Betweenness_Centrality,Edge_Weight_Sum,Community_ID
ABAVIJ,OC(=O)c1ccncc1,Co,4.43864,2.4964,3.9804,0.09212267461750452,0.2595307917888563,0.002977976023581899,152.20431150316696,44
ABAVOP,OC(=O)c1ccncc1,Co,3.53566,2.44164,3.51741,0.09951994506694778,0.2565982404692082,0.0029856392995658973,151.10592068549676,44
ABAVUV,OC(=O)c1ccncc1,Co,4.9992,4.29904,4.982,0.387577015354043,0.250733137829912,0.0030975671171581723,147.13225460828792,44
ABAYIM,OC(=O)c1nccnc1C(=O)O,Ag,1.2109,0.51751,1.2109,0.1583312305917265,0.04035874439461883,9.538686668731511e-06,8.085150564519006,405
ABAYIO,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Mn,11.39487,4.3226,11.39487,0.13138579097638786,0.42736842105263156,0.009270743577294233,174.05638395970996,28
ABAYOS,OC(=O)c1nccnc1C(=O)O,Ag,1.45533,0.64478,1.45533,0.2157709080862502,0.04035874439461883,2.6692291266282294e-05,8.085800053900025,405
ABAYOS01,OC(=O)c1nccnc1C(=O)O,Ag,1.43609,0.70443,1.40839,0.17881377813617721,0.04484304932735426,2.5409778773007474e-05,9.08551367915911,405
ABEMIF,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Cu,11.25251,6.80253,11.25251,0.5993433258821386,0.4960893854748603,0.005672447940290483,385.5748135100875,24
ABIWOX,OC(=O)c1cncc(c1)C(=O)O,Co,1.81541,0.7958,1.80785,0.13809143037395327,0.18035190615835778,0.0026523478057017534,103.477441390868,44
ABUFOU,OC(=O)/C=C/c1ccc(cc1)/C=C/C(=O)O,Mn,2.13608,1.65727,2.11833,0.5846165832385496,0.00631578947368421,0.00421258876088514,2.55771843835571,28
ABUFUA,OC(=O)/C=C/c1ccc(cc1)/C=C/C(=O)O,Fe,2.05942,1.64222,2.05073,0.0,1.0,0.0,0.8171449995284192,793
ABUWOJ,OC(=O)c1ccc(cc1)C(=O)O,Zn,3.23457,1.404,3.20514,0.16935812929049607,0.5172109443954105,0.002821354943601515,514.0481917209227,65
ACAFAO,[O-][n+]1ccc(cc1)c1ccc(cc1)C(=O)O,Pb,6.22232,5.37253,6.18758,0.21157563229450155,0.1858974358974359,0.0003679765929872449,24.939551564480624,111
ACAJOG,OC(=O)c1cc(F)cnc1,Cu,3.3423,1.69329,3.34162,0.1197877877499266,0.10614525139664803,0.0001437343858410097,78.12194299211559,24
ACAKEX,OC(=O)c1cc(Cl)cnc1,Cu,2.82904,1.09185,2.4209,0.11953062910946653,0.10614525139664803,0.00011142508630812781,77.92535509597018,24
ACALIB,OC(=O)c1cc(cc(c1)c1nnn(c1)c1cc(cc(c1)C(=O)O)C(=O)O)C(=O)O,Er,3.83161,1.64823,3.83161,0.3803710346856352,0.056179775280898875,0.0,4.073195708273081,104
