refcode,linker SMILES,metal,Largest Cavity Diameter,Pore Limiting Diameter,Largest Free Sphere,Gravity,Degree_Centrality,Betweenness_Centrality,Edge_Weight_Sum,Community_ID
ABAVIJ,OC(=O)c1ccncc1,Co,4.43864,2.4964,3.9804,0.1021746165434334,0.2588757396449704,0.00280407273387389,150.51953380684884,20
ABAVOP,OC(=O)c1ccncc1,Co,3.53566,2.44164,3.51741,0.10220374516279618,0.26331360946745563,0.0030818515801149453,152.97655700652902,20
ABAVUV,OC(=O)c1ccncc1,Co,4.9992,4.29904,4.982,0.3845334047061373,0.24260355029585798,0.0027886687496369187,141.30534149845744,20
ABAYIM,OC(=O)c1nccnc1C(=O)O,Ag,1.2109,0.51751,1.2109,0.1361028637707149,0.03619909502262444,1.85940025512218e-05,7.4499016097981166,155
ABAYIO,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Mn,11.39487,4.3226,11.39487,0.07934289076206813,0.42588726513569936,0.00917260939379243,174.4856066131794,8
ABAYOS,OC(=O)c1nccnc1C(=O)O,Ag,1.45533,0.64478,1.45533,0.2972471960501892,0.04524886877828055,3.543990175006218e-05,9.08528416234173,155
ABAYOS01,OC(=O)c1nccnc1C(=O)O,Ag,1.43609,0.70443,1.40839,0.35161595208883295,0.0497737556561086,4.946331149539705e-05,9.903050960649647,155
ABAYOU,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Co,11.27344,4.5108,11.27344,0.7437752847776249,0.386094674556213,0.01596678607879805,222.27403321939718,20
ABEMIF,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Cu,11.25251,6.80253,11.25251,0.6212183773045428,0.5219842164599774,0.006085426513065725,402.32188533440996,14
ABIWOX,OC(=O)c1cncc(c1)C(=O)O,Co,1.81541,0.7958,1.80785,0.260317393262801,0.1893491124260355,0.002822959297240988,107.77034841092716,20
ABUFOU,OC(=O)/C=C/c1ccc(cc1)/C=C/C(=O)O,Mn,2.13608,1.65727,2.11833,0.005037850863987847,0.008350730688935281,0.004213722801461371,3.4133134759638324,8
ABUFUA,OC(=O)/C=C/c1ccc(cc1)/C=C/C(=O)O,Fe,2.05942,1.64222,2.05073,0.0,1.0,0.0,0.8171449995284192,654
ABUWOJ,OC(=O)c1ccc(cc1)C(=O)O,Zn,3.23457,1.404,3.20514,0.19371961141028005,0.5292003593890386,0.002877053088503375,516.0115142942907,11
ACAFAO,[O-][n+]1ccc(cc1)c1ccc(cc1)C(=O)O,Pb,6.22232,5.37253,6.18758,0.21202892599506176,0.19480519480519481,0.0004958610958422015,25.90107682024122,498
ACAJOG,OC(=O)c1cc(F)cnc1,Cu,3.3423,1.69329,3.34162,0.12118823421274312,0.10935738444193911,0.00015394116560403436,79.49420078997406,14
ACAKEX,OC(=O)c1cc(Cl)cnc1,Cu,2.82904,1.09185,2.4209,0.1209569972484957,0.10935738444193911,0.00010836639102178467,79.48917028879784,14
ACAKUM,OC(=O)c1cc(cc(c1)c1nnn(c1)c1cc(cc(c1)C(=O)O)C(=O)O)C(=O)O,La,3.48305,1.40429,3.43219,0.019669936169135076,0.01935483870967742,0.0,2.552394149228595,75
ACALAT,OC(=O)c1cc(cc(c1)c1nnn(c1)c1cc(cc(c1)C(=O)O)C(=O)O)C(=O)O,Eu,3.17027,1.00034,3.16396,0.03572221578412435,0.032388663967611336,0.0006670890677906106,6.6712195349400645,24
ACALEX,OC(=O)c1cc(cc(c1)c1nnn(c1)c1cc(cc(c1)C(=O)O)C(=O)O)C(=O)O,Tb,3.7435,1.18908,3.7435,0.030392996288967876,0.03571428571428571,6.885345231209893e-07,5.6823193998558486,111
ACAZEK,NCCN,Ag,1.67292,0.95578,1.29275,0.5268391121677188,0.861111111111111,0.0035828889422682007,30.905311785741876,66
ACIBOE,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Zn,8.26184,7.04151,8.26184,0.15854134137737588,0.4645103324348608,0.003324403585879166,448.1543021630558,11
ACICOH,OC(=O)c1ccncc1,Ni,5.23439,3.67775,5.17003,0.6159707513238482,0.38547486033519557,0.01463516394976808,59.14459998364313,190
ACMPCD,O[C@@H]1[C@@H](O)[C@@H](O[C@@H]1n1ccc(nc1=O)N)COP(=O)(O)O,Cd,5.66735,4.60927,5.66735,0.011837104824109624,0.5,0.0,0.9044072872420656,705
ACOBEC,OC(=O)c1ccc(cc1)C(=O)O,Sc,3.36484,2.64983,3.36484,0.6464199505101963,0.9148936170212766,0.004104439397594203,42.14787099894296,195
ACODAA,n1[nH]cc(c1)c1c[nH]nc1,Fe,6.48152,5.94554,6.48152,0.030463711774095438,0.875,0.015306122448979588,6.763567948756517,143
ACODED,OC(=O)c1ccc(cc1)P(=O)(c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,Cu,6.08481,3.78801,6.00167,0.118961876482384,0.104847801578354,0.0006951428955592734,76.36697295865602,14
ACODIH,OC(=O)c1ccc(cc1)P(=O)(c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,Zn,6.22954,4.82188,6.21878,0.16453215905424406,0.2407906558849955,0.0006321705779850484,229.14908714241102,11
