refcode,linker SMILES,metal,Largest Cavity Diameter,Pore Limiting Diameter,Largest Free Sphere,Gravity,Degree_Centrality,Betweenness_Centrality,Edge_Weight_Sum,Community_ID
ABAVIJ,OC(=O)c1ccncc1,Co,4.43864,2.4964,3.9804,0.4167274406982775,0.2640117994100295,0.0031481938600610936,153.84754084331462,268
ABAVOP,OC(=O)c1ccncc1,Co,3.53566,2.44164,3.51741,0.41857856400128957,0.2654867256637168,0.0031486786181210997,154.38787249683236,268
ABAVUV,OC(=O)c1ccncc1,Co,4.9992,4.29904,4.982,0.3971670204709402,0.2536873156342183,0.0027707049331967652,148.0279869271542,268
ABAYIM,OC(=O)c1nccnc1C(=O)O,Ag,1.2109,0.51751,1.2109,0.18427817131738664,0.04484304932735426,1.59352177289397e-05,9.084618414055166,135
ABAYOS,OC(=O)c1nccnc1C(=O)O,Ag,1.45533,0.64478,1.45533,0.16152313755486242,0.04484304932735426,1.949172352759797e-05,8.903295294323078,135
ABAYOS01,OC(=O)c1nccnc1C(=O)O,Ag,1.43609,0.70443,1.40839,0.20396636762287387,0.04932735426008968,2.3531637881413667e-05,9.903050960649647,135
ABAYOU,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Co,11.27344,4.5108,11.27344,0.12126463939538558,0.3613569321533923,0.013703725746267128,208.16174860687752,268
ABEMIF,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Cu,11.25251,6.80253,11.25251,0.5922182802932864,0.48834628190899004,0.00551898498999813,382.77791442353697,0
ABIWOX,OC(=O)c1cncc(c1)C(=O)O,Co,1.81541,0.7958,1.80785,0.27545918774876466,0.18141592920353983,0.0015283115697640659,103.41639055166131,268
ABUFUA,OC(=O)/C=C/c1ccc(cc1)/C=C/C(=O)O,Fe,2.05942,1.64222,2.05073,0.0,1.0,0.0,0.8171449995284192,406
ABUWOJ,OC(=O)c1ccc(cc1)C(=O)O,Zn,3.23457,1.404,3.20514,0.6313343310832911,0.5083406496927129,0.0027595367218972216,507.58433528716654,9
ACAFAO,[O-][n+]1ccc(cc1)c1ccc(cc1)C(=O)O,Pb,6.22232,5.37253,6.18758,0.18145560167630084,0.19696969696969696,0.00039135665825241176,22.46102165440909,149
ACAJOG,OC(=O)c1cc(F)cnc1,Cu,3.3423,1.69329,3.34162,0.1759218078831334,0.11320754716981132,0.00015215610576023097,83.94357249246835,0
ACAKEX,OC(=O)c1cc(Cl)cnc1,Cu,2.82904,1.09185,2.4209,0.11658716651249901,0.10321864594894561,0.00011120869331096238,75.93885257241311,0
ACICOH,OC(=O)c1ccncc1,Ni,5.23439,3.67775,5.17003,0.6062945439776034,0.3802083333333333,0.01428966212645856,62.2674144362808,120
ACMPCD,O[C@@H]1[C@@H](O)[C@@H](O[C@@H]1n1ccc(nc1=O)N)COP(=O)(O)O,Cd,5.66735,4.60927,5.66735,0.9917195060835144,0.6666666666666666,0.6666666666666666,1.7162247984971102,509
ACODED,OC(=O)c1ccc(cc1)P(=O)(c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,Cu,6.08481,3.78801,6.00167,0.1257671316957681,0.10876803551609324,0.000644949098424895,80.56970019202177,0
ACODIH,OC(=O)c1ccc(cc1)P(=O)(c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,Zn,6.22954,4.82188,6.21878,0.2664924557874418,0.24495171202809482,0.0005320487299396228,238.8798827966772,9
ACODON,OC(=O)c1ccc(cc1)P(=O)(c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,Tb,7.12973,4.65534,7.12973,0.21528448202365696,0.21319796954314718,0.0004774983717290732,35.831946321181995,20
ACOVEU,O[C@H]([C@H](C(=O)O)O)C(=O)O,Co,1.414,0.90293,1.414,0.0,1.0,0.0,0.9066490831524328,688
ACUBOP,OC(=O)c1cccnc1,Cd,2.69745,1.73529,2.68119,0.20700639537405968,0.11662531017369727,0.00272990027774086,79.53825436038608,29
ACUBOP01,OC(=O)c1cccnc1,Cd,2.57554,1.45861,2.56529,0.20318600453276853,0.11786600496277916,0.0023877069007863416,80.20807541181495,29
ACUREY,OC(=O)c1cc(Oc2ccc(cc2)c2cc(nc(c2)c2ccncc2)c2ccncc2)cc(c1)C(=O)O,Ni,4.84425,3.67908,4.84333,0.23078616372724578,0.15625,0.000978367307398972,26.072918561551973,120
ACUWON,OC(=O)c1cc(cc(c1)C(=O)O)Cn1ccc(=c2ccn(cc2)Cc2cc(cc(c2)C(=O)O)C(=O)O)cc1,Co,2.6141,1.11559,2.6141,0.4062647146571632,0.035398230088495575,0.00012063498641470762,20.00652748410725,268
ACUXUU,OC(=O)c1ccc(cc1)C(=C(c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,Ag,8.02271,7.05592,8.02271,0.2827108139716851,0.06726457399103139,0.005776893421209012,12.60238098917863,135
ACUYAB,OC(=O)c1ccc(cc1)C(=C(c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,Ag,10.0214,8.7083,9.99216,0.28367277949139263,0.06726457399103139,0.008070994718524753,12.496564121989369,135
ADASEF,OC(=O)c1cc(cc(c1)c1ccc(cc1)c1nnn[nH]1)C(=O)O,Cu,21.61885,9.92987,17.61702,0.21233073423123544,0.14317425083240845,0.00018564896719491843,106.2633510253875,0
ADASIJ,OC(=O)c1cc(OCc2cc(COc3cc(cc(c3)C(=O)O)C(=O)O)cc(c2)COc2cc(cc(c2)C(=O)O)C(=O)O)cc(c1)C(=O)O,Cu,18.24535,5.18216,18.24535,0.13466080561812332,0.11653718091009989,0.00032738149512997415,89.55568116598592,0
