refcode,linker SMILES,metal,Largest Cavity Diameter,Pore Limiting Diameter,Largest Free Sphere,Gravity,Degree_Centrality,Betweenness_Centrality,Edge_Weight_Sum,Community_ID
ABAVIJ,OC(=O)c1ccncc1,Co,4.43864,2.4964,3.9804,0.4070831511260937,0.26479289940828404,0.0024711604278612456,154.42969180456566,378
ABAVUV,OC(=O)c1ccncc1,Co,4.9992,4.29904,4.982,0.3848702914223022,0.2440828402366864,0.002938653317747075,141.9473389950852,378
ABAYOS,OC(=O)c1nccnc1C(=O)O,Ag,1.45533,0.64478,1.45533,0.17167522437497407,0.044444444444444446,4.4075963718820865e-05,8.903295294323076,137
ABUWOJ,OC(=O)c1ccc(cc1)C(=O)O,Zn,3.23457,1.404,3.20514,0.6913319148670136,0.5112262521588946,0.002817217260996195,518.5448563287866,4
ACAFAO,[O-][n+]1ccc(cc1)c1ccc(cc1)C(=O)O,Pb,6.22232,5.37253,6.18758,0.1992006325908935,0.178343949044586,0.000294315662769698,24.138489929073057,298
ACAJOG,OC(=O)c1cc(F)cnc1,Cu,3.3423,1.69329,3.34162,0.1765916341438368,0.10949720670391061,0.00017602712983448367,80.65087416950017,118
ACAKEX,OC(=O)c1cc(Cl)cnc1,Cu,2.82904,1.09185,2.4209,0.20997425526140312,0.1106145251396648,0.00013482738797725464,81.14183471080582,118
ACALIB,OC(=O)c1cc(cc(c1)c1nnn(c1)c1cc(cc(c1)C(=O)O)C(=O)O)C(=O)O,Er,3.83161,1.64823,3.83161,0.31357614693325675,0.0449438202247191,6.384065372829419e-06,3.266817029019348,23
ACAZEK,NCCN,Ag,1.67292,0.95578,1.29275,0.6056989132858384,0.9166666666666666,0.003543819222964481,32.89877168860389,49
ACICOH,OC(=O)c1ccncc1,Ni,5.23439,3.67775,5.17003,0.6039238527645276,0.39473684210526316,0.016221461276168195,64.02347672313005,70
ACMPCD,O[C@@H]1[C@@H](O)[C@@H](O[C@@H]1n1ccc(nc1=O)N)COP(=O)(O)O,Cd,5.66735,4.60927,5.66735,1.0,1.0,1.0,1.7162247984971102,818
ACODIH,OC(=O)c1ccc(cc1)P(=O)(c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,Zn,6.22954,4.82188,6.21878,0.3859430810255642,0.24093264248704663,0.0002608138262196642,238.41959969759822,4
ACODON,OC(=O)c1ccc(cc1)P(=O)(c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,Tb,7.12973,4.65534,7.12973,0.24471185228572057,0.24365482233502536,0.0005727084040678138,41.154997954592666,193
ACUBOP,OC(=O)c1cccnc1,Cd,2.69745,1.73529,2.68119,0.21952977588868045,0.12267657992565056,0.003206672681115362,83.75569275337044,27
ACUBOP01,OC(=O)c1cccnc1,Cd,2.57554,1.45861,2.56529,0.2311040006217161,0.1288723667905824,0.0033957623231601164,87.98498145190067,27
ACUXUU,OC(=O)c1ccc(cc1)C(=C(c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,Ag,8.02271,7.05592,8.02271,0.3443175874124834,0.08444444444444445,0.009424689638174097,16.08682751572277,137
ACUYAB,OC(=O)c1ccc(cc1)C(=C(c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,Ag,10.0214,8.7083,9.99216,0.32326857536425524,0.08,0.00629168550439228,15.268492745128782,137
ADASEF,OC(=O)c1cc(cc(c1)c1ccc(cc1)c1nnn[nH]1)C(=O)O,Cu,21.61885,9.92987,17.61702,0.19937864746578027,0.13743016759776536,6.987573343460323e-05,101.15967550746406,118
ADASUV,OC(=O)c1cc(OCc2cc(COc3cc(cc(c3)C(=O)O)C(=O)O)cc(c2)COc2cc(cc(c2)C(=O)O)C(=O)O)cc(c1)C(=O)O,Co,17.17801,5.41746,17.17174,0.254392122258984,0.08136094674556213,0.00011542149627327741,47.551893061753866,378
ADATOQ,C/C(=N\Nc1ccccn1)/c1ccc(cc1)N(c1ccc(cc1)/C(=N/Nc1ccccn1)/C)c1ccc(cc1)/C(=N/Nc1ccccn1)/C,Ag,10.5421,9.07611,10.5421,0.6652295822062156,0.4,0.04069743010592662,17.311320021634906,93
ADEGEY,OC(=O)c1ccc2c(c1)c1ccc(cc1c1c2cc(cc1)C(=O)O)C(=O)O,Cd,6.80312,4.92448,6.59725,0.24415992205842252,0.16480793060718713,0.0009236751633808924,110.42153399933181,27
ADEGIA,OC(=O)c1ccc(cc1)C(=O)O,Gd,2.88073,1.44486,2.87942,0.7840565084267119,0.4339622641509434,0.04005377829551102,59.33746710525962,99
ADEGIA01,OC(=O)c1ccc(cc1)C(=O)O,Gd,2.88895,1.25148,2.80568,0.7851442761068395,0.42138364779874216,0.042915879669863544,57.623566058612475,99
ADEZUH,OC(=O)Cc1nnn[nH]1,Zn,2.18101,1.09334,2.18101,0.40511118318335704,0.5263157894736842,0.008117516012252853,8.915405834703234,371
ADOGEH,OC(=O)c1c(N)c(C(=O)O)c(c(c1N)C(=O)O)N,Cu,11.03247,5.06101,11.02439,0.9895765931238867,0.1764705882352941,0.0,2.4772091276853154,18
ADUROI,O=C(c1cncc(c1)C(=O)Nc1ccc(cc1)C(=O)O)Nc1ccc(cc1)C(=O)O,Zn,25.67017,13.8678,25.65463,0.4008428118951789,0.10276338514680483,0.0002810869554836285,99.1536048579581,4
ADUWIH,OC(=O)c1cccc(c1)OCc1c(COc2cccc(c2)C(=O)O)c(COc2cccc(c2)C(=O)O)c(c(c1COc1cccc(c1)C(=O)O)COc1cccc(c1)C(=O)O)COc1cccc(c1)C(=O)O,Zn,7.62273,5.59735,7.586,0.2625518688279292,0.038860103626943004,9.055620693751226e-05,37.469272451135204,4
AFAFAR,OC(=O)c1cc(NNc2cc(cc(c2)C(=O)O)C(=O)O)cc(c1)C(=O)O,Dy,3.76592,3.07029,3.76592,0.3027206705523737,0.21238938053097345,0.0021772701870971644,20.396890741986226,518
AFIXAO,c1ncc[nH]1,Co,6.33013,4.53148,6.32971,0.9988802120081444,1.0,0.016005291005291005,9.975356873191537,144
AFOJIO,OC(=O)c1cc(C(=O)O)c(cc1C(=O)O)C(=O)O,Gd,1.66787,1.01995,1.62588,0.3572973772927474,0.18867924528301888,0.020721518997808636,26.18540184891449,99
AFORCD,OC=O,Cd,1.70202,1.00965,1.70202,0.9995707419758887,1.0,0.006944444444444444,8.994739699641844,192
AFOTOF,OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)O,Eu,6.60057,5.0347,6.59902,0.40651588211043926,0.3441295546558705,0.007372373292679463,74.32587303676678,0
AFOVAT,OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)O,La,6.397,4.99848,6.31381,0.8403375293928697,0.2903225806451613,0.2609751940318986,38.828062084010554,84
AFOVIB,OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)O,Gd,6.59796,4.92425,6.53518,0.5326961757815427,0.3207547169811321,0.021890293609887892,44.292843498331294,99
AFOVOH,OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)O,Nd,6.65313,4.8196,6.18579,0.45714040023656377,0.2945736434108527,0.040576652252814614,32.68789877008655,226
AFUDIR,OC(=O)c1ccc(cc1)c1ccc(cc1)c1cc(cc(c1)C(=O)O)C(=O)O,Dy,6.0481,3.95219,6.0481,0.3150663554729333,0.3893805309734513,0.02551396985955151,37.89825145494455,518
AFUDOX,OC(=O)c1ccc(cc1)c1ccc(cc1)c1cc(cc(c1)C(=O)O)C(=O)O,Ho,5.66244,3.60459,5.66244,0.4253966844236411,0.4,0.011086229908445065,15.58270786754721,386
AFUDUD,OC(=O)c1ccc(cc1)c1ccc(cc1)c1cc(cc(c1)C(=O)O)C(=O)O,Gd,5.96558,3.88578,5.96558,0.3857981966682815,0.2893081761006289,0.00409095483964785,39.82487321483793,99
AFUFAL,OC(=O)c1ccc(cc1)c1ccc(cc1)c1cc(cc(c1)C(=O)O)C(=O)O,Pr,6.11713,4.00178,6.11713,0.35435871558578264,0.20202020202020204,0.020978795902716788,17.03799469117746,119
AFUFEP,OC(=O)c1ccc(cc1)c1ccc(cc1)c1cc(cc(c1)C(=O)O)C(=O)O,Sm,5.64811,3.59574,5.64811,0.30053809913462803,0.3932584269662921,0.025433880525847923,30.169115680759145,223
AGAFAS,OC(=O)c1cc(cc(c1)C(=O)O)c1cc(cc(c1)c1cc(cc(c1)C(=O)O)C(=O)O)c1cc(cc(c1)C(=O)O)C(=O)O,Co,6.49748,3.6173,6.49626,0.2187801858082536,0.1982248520710059,0.002014816588376852,114.61442410893848,378
AGOFEJ,Cc1nn(c(c1c1ccc(cc1)C(=O)O)C)Cn1nc(c(c1C)c1ccc(cc1)C(=O)O)C,Cu,12.30105,8.07675,12.27386,0.19929489859982152,0.007821229050279328,2.417126374563978e-05,5.81991104219823,118
AGONAM,OC(=O)c1cc(C(=O)O)c(cc1C(=O)O)C(=O)O,Cd,5.63222,4.90729,5.59904,0.19707430289320893,0.0929368029739777,0.004529201975278621,63.757112549614895,27
AGONEQ,OC(=O)c1cc(C(=O)O)c(cc1C(=O)O)C(=O)O,Cd,6.16099,5.90611,6.12795,0.15790347300857316,0.0768277571251549,0.003410962463739197,53.00022046357101,27
AGOXAL04,OC(=O)C(=O)O,Ag,0.94506,0.33871,0.94506,1.0,1.0,1.0,1.9999546652977136,733
AGULAQ,OC(=O)CN1C=C(O)CC(=C1)C(=O)O,Mn,3.20902,1.59246,3.20792,0.2,1.0,0.0,1.9406567353859796,510
AGUMAR,OC(=O)c1cc(nc(c1)C(=O)O)C(=O)O,Cu,2.77761,1.51228,2.76762,0.5937788754975855,0.12513966480446925,0.004528026266492996,95.44753241000393,118
AHAJUP,c1ncn(c1)Cn1cncc1,Cd,2.43776,1.33698,2.43776,0.6055152391132319,0.4634146341463415,0.0018826948408802973,16.76098581366662,389
AHAKEA,Oc1cc(nc(c1)C(=O)O)C(=O)O,Ce,1.97554,0.99077,1.96307,0.708541598123968,0.12941176470588234,0.022107585052166465,9.074796619649824,556
AHALEB01,Oc1cc(nc(c1)C(=O)O)C(=O)O,La,1.97946,0.98724,1.96751,0.16970666454713051,0.10967741935483871,0.0066293814404153615,14.487599699116714,84
AHEFAU,OC(=O)c1cc(C(=O)O)c(cc1C(=O)O)C(=O)O,Fe,2.6553,1.96759,2.6553,0.5133539897092427,0.2246376811594203,0.042984182958832426,26.686386537163315,106
AHEMEG,OC(=O)c1ccncc1,Cu,2.35225,1.41779,2.35225,0.29246579480975754,0.24804469273743016,0.0028330858482575267,188.21930048092474,118
AHETAK,OC(=O)c1ccncc1,Co,9.74824,6.48486,9.74824,0.3296292506775577,0.257396449704142,0.0030709959591415322,149.26450699529514,378
AHIJOQ01,O[C@H]([C@H](C(=O)O)O)C(=O)O,Pb,1.54742,0.5975,1.54256,1.0,1.0,1.0,1.9882790474715148,316
AHIYUN,OC(=O)c1ccc(c2c1cccc2)C(=O)O,Co,5.31447,3.15614,5.30925,0.26768895754934263,0.04881656804733728,0.0004190189785002401,27.98698526848324,378
