Threshold,Method,Model,Accuracy_mean,Accuracy_std,Cohen_Kappa_mean,Cohen_Kappa_std,Modularity_mean,Modularity_std,Num_Communities_mean,Num_Communities_std,Avg_Community_Size_mean,Avg_Community_Size_std,Avg_Clustering_mean,Avg_Clustering_std,Graph_Density_mean,Graph_Density_std,Avg_Degree_mean,Avg_Degree_std
0.03,stratified,GraphSAGE,0.5969617484471844,0.01988805515334278,0.43250045314073937,0.026734844778244594,0.8275097241081953,0.00026694039317049216,711.0,5.5777335102271675,13.53077371590937,0.09655195737702706,0.531902716333512,0.0013988361815277502,0.004316937697356656,9.285649838776602e-06,41.52415395625555,0.08449671572707299
0.06,blackhole,GAT,0.6174766181843007,0.015279910220946512,0.46174746621355284,0.01549005244107363,0.8410514753912715,0.0015685758456904552,565.4,5.758086101783786,18.933807986338106,0.18850452589990035,0.6107109359738062,0.0016498062379188233,0.005356387882159364,4.969801099774881e-05,57.330588845979165,0.544863488705734
0.06,blackhole,GCN,0.5935615713513012,0.01178801297966047,0.4344486751857575,0.013617253647760643,0.8410514753912715,0.0015685758456904552,565.4,5.758086101783786,18.933807986338106,0.18850452589990035,0.6107109359738062,0.0016498062379188233,0.005356387882159364,4.969801099774881e-05,57.330588845979165,0.544863488705734
0.06,blackhole,GraphSAGE,0.6069526103089873,0.005353860919012037,0.44601227817138706,0.006461664224472432,0.8410514753912715,0.0015685758456904552,565.4,5.758086101783786,18.933807986338106,0.18850452589990035,0.6107109359738062,0.0016498062379188233,0.005356387882159364,4.969801099774881e-05,57.330588845979165,0.544863488705734
0.06,random,GAT,0.6011410596400582,0.029374425052971134,0.43630311579129843,0.03180031527198052,0.831235461389468,4.2370513326103035e-05,702.0,1.2472191289246555,13.78465809358666,0.027296284635061178,0.555563613887897,0.003570854380753038,0.0046382612943223715,2.2646563726911197e-05,44.87896586028735,0.23684611529614158
0.06,random,GCN,0.6282147611002212,0.010290684320897405,0.475093426735703,0.010780565194991314,0.831235461389468,4.2370513326103035e-05,702.0,1.2472191289246555,13.78465809358666,0.027296284635061178,0.555563613887897,0.003570854380753038,0.0046382612943223715,2.2646563726911197e-05,44.87896586028735,0.23684611529614158
0.06,random,GraphSAGE,0.5960317434090301,0.007954018371776613,0.4298793618172797,0.008927231499248614,0.831235461389468,4.2370513326103035e-05,702.0,1.2472191289246555,13.78465809358666,0.027296284635061178,0.555563613887897,0.003570854380753038,0.0046382612943223715,2.2646563726911197e-05,44.87896586028735,0.23684611529614158
0.06,stratified,GAT,0.6270026261416451,0.020366872858177818,0.4671324973160934,0.025040554263278097,0.827228245301777,0.00028255137065377414,703.8,9.942054337230529,13.611415081577302,0.16983514052169693,0.5122152285091953,0.0037801462017225665,0.004169983419396877,2.109925667608728e-05,39.936699596042004,0.20518451449766384
0.06,stratified,GCN,0.5873545518090986,0.03875886946774596,0.4228235387122812,0.05010231654250316,0.827228245301777,0.00028255137065377414,703.8,9.942054337230529,13.611415081577302,0.16983514052169693,0.5122152285091953,0.0037801462017225665,0.004169983419396877,2.109925667608728e-05,39.936699596042004,0.20518451449766384
0.06,stratified,GraphSAGE,0.5930225623519532,0.017412810396346082,0.4286877001397994,0.02219530730022094,0.827228245301777,0.00028255137065377414,703.8,9.942054337230529,13.611415081577302,0.16983514052169693,0.5122152285091953,0.0037801462017225665,0.004169983419396877,2.109925667608728e-05,39.936699596042004,0.20518451449766384
0.1,blackhole,GAT,0.6105042738517319,0.022096348637607767,0.45349173008621707,0.024420609439802853,0.8462339253821742,0.0015401176960711683,575.9,3.9567101935263675,17.840302421328353,0.1216976972356567,0.6111107676573942,0.0019987202295041404,0.005290094011790583,6.832467484203206e-05,54.34416861919402,0.7111067738974775
0.1,blackhole,GCN,0.5899980545611925,0.0070304836371305095,0.429941401340462,0.007674067661358748,0.8462339253821742,0.0015401176960711683,575.9,3.9567101935263675,17.840302421328353,0.1216976972356567,0.6111107676573942,0.0019987202295041404,0.005290094011790583,6.832467484203206e-05,54.34416861919402,0.7111067738974775
0.1,blackhole,GraphSAGE,0.6135071289500436,0.010845564364580765,0.4533793786753287,0.01281049909431649,0.8462339253821742,0.0015401176960711683,575.9,3.9567101935263675,17.840302421328353,0.1216976972356567,0.6111107676573942,0.0019987202295041404,0.005290094011790583,6.832467484203206e-05,54.34416861919402,0.7111067738974775
0.1,random,GAT,0.6035380349055137,0.01968343772564561,0.44007344155623873,0.02436236215876641,0.8313573608348644,0.0001274683858274111,692.9,1.1972189997378615,13.901304281328578,0.014170799140180022,0.5221314253153125,0.0042481908876744745,0.004419730232845264,2.932029275693082e-05,42.567538518922994,0.32118481990495135
0.1,random,GCN,0.5367439318429245,0.008543687877856488,0.3572373426219981,0.008176225678306432,0.8313573608348644,0.0001274683858274111,692.9,1.1972189997378615,13.901304281328578,0.014170799140180022,0.5221314253153125,0.0042481908876744745,0.004419730232845264,2.932029275693082e-05,42.567538518922994,0.32118481990495135
0.1,random,GraphSAGE,0.5892751013493494,0.013548475807440558,0.42280350756853985,0.014874031512498576,0.8313573608348644,0.0001274683858274111,692.9,1.1972189997378615,13.901304281328578,0.014170799140180022,0.5221314253153125,0.0042481908876744745,0.004419730232845264,2.932029275693082e-05,42.567538518922994,0.32118481990495135
0.1,stratified,GAT,0.6196485858338183,0.023805791420241872,0.45582992729298033,0.025327623716991515,0.8267606129654095,0.00037818197572821535,696.6,7.904991390816879,13.66596417571841,0.12827075834966298,0.4854445814857197,0.004111010173181183,0.003988989563854356,2.5214513527972603e-05,37.96656568783893,0.2771581705030923
0.1,stratified,GCN,0.6080239504207989,0.045911677318643714,0.44868176619932154,0.05677309766902761,0.8267606129654095,0.00037818197572821535,696.6,7.904991390816879,13.66596417571841,0.12827075834966298,0.4854445814857197,0.004111010173181183,0.003988989563854356,2.5214513527972603e-05,37.96656568783893,0.2771581705030923
0.1,stratified,GraphSAGE,0.594374901955448,0.022969206012921895,0.42938348309242114,0.029144776000610592,0.8267606129654095,0.00037818197572821535,696.6,7.904991390816879,13.66596417571841,0.12827075834966298,0.4854445814857197,0.004111010173181183,0.003988989563854356,2.5214513527972603e-05,37.96656568783893,0.2771581705030923
0.2,blackhole,GAT,0.618833237010157,0.016399800147976498,0.4631070161119295,0.016603981458792397,0.8531520953815704,0.003355594473228476,603.1,7.279346735036656,15.088649066534316,0.17817822418167925,0.6132575851488695,0.0015379946129202686,0.005217994151817654,9.701047373931932e-05,47.47216049960339,0.8766420874908576
0.2,blackhole,GCN,0.5590257130034384,0.04566505458470815,0.3923600984108514,0.0561832348774353,0.8531520953815704,0.003355594473228476,603.1,7.279346735036656,15.088649066534316,0.17817822418167925,0.6132575851488695,0.0015379946129202686,0.005217994151817654,9.701047373931932e-05,47.47216049960339,0.8766420874908576
0.2,blackhole,GraphSAGE,0.603604788215767,0.015028592369524784,0.44193927396491206,0.018700201264279244,0.8531520953815704,0.003355594473228476,603.1,7.279346735036656,15.088649066534316,0.17817822418167925,0.6132575851488695,0.0015379946129202686,0.005217994151817654,9.701047373931932e-05,47.47216049960339,0.8766420874908576
0.2,random,GAT,0.6035887165969763,0.016604488870699867,0.43925186643449726,0.019257154990364216,0.8313165318162893,6.453193698758716e-05,646.3,1.766981104093148,14.604584028269292,0.028834616460366974,0.43349156642687736,0.005712174867742155,0.0038517517870074154,4.467635317433936e-05,36.3528543673243,0.46079525423165807
0.2,random,GCN,0.5394035246641729,0.004493345852342109,0.36121846638967,0.005623419171502527,0.8313165318162893,6.453193698758716e-05,646.3,1.766981104093148,14.604584028269292,0.028834616460366974,0.43349156642687736,0.005712174867742155,0.0038517517870074154,4.467635317433936e-05,36.3528543673243,0.46079525423165807
0.2,random,GraphSAGE,0.5812372637422417,0.006590279682616322,0.41204820793979513,0.0078119793254217895,0.8313165318162893,6.453193698758716e-05,646.3,1.766981104093148,14.604584028269292,0.028834616460366974,0.43349156642687736,0.005712174867742155,0.0038517517870074154,4.467635317433936e-05,36.3528543673243,0.46079525423165807
0.2,stratified,GAT,0.5999075837847487,0.015353439456278472,0.4339759421735043,0.01910749437408417,0.8246950574844119,0.0004594365536494631,665.6,6.41525958598373,14.010916664148047,0.11591644837540473,0.41364455328251604,0.0057693995472217945,0.003497260570239589,3.681045280329406e-05,32.60873741916771,0.3749753517379639
0.2,stratified,GCN,0.5812558841876018,0.04254741303724213,0.4134337586162234,0.054160464475840345,0.8246950574844119,0.0004594365536494631,665.6,6.41525958598373,14.010916664148047,0.11591644837540473,0.41364455328251604,0.0057693995472217945,0.003497260570239589,3.681045280329406e-05,32.60873741916771,0.3749753517379639
0.2,stratified,GraphSAGE,0.593579159842119,0.014048156882564103,0.429039062590607,0.018742627346706845,0.8246950574844119,0.0004594365536494631,665.6,6.41525958598373,14.010916664148047,0.11591644837540473,0.41364455328251604,0.0057693995472217945,0.003497260570239589,3.681045280329406e-05,32.60873741916771,0.3749753517379639
0.3,blackhole,GAT,0.6119397422180257,0.013958675788248501,0.45887776688093246,0.01731552930060184,0.8586003380468549,0.00315379854045622,637.3,7.008724721532605,12.184900353835316,0.13361735863164526,0.59735852591351,0.0022423902685553016,0.005239210607749088,0.0001620671329984282,40.67597873105777,1.289165181510561
0.3,blackhole,GCN,0.5664876125693185,0.03959474750122695,0.40393842070359,0.04853238057107449,0.8586003380468549,0.00315379854045622,637.3,7.008724721532605,12.184900353835316,0.13361735863164526,0.59735852591351,0.0022423902685553016,0.005239210607749088,0.0001620671329984282,40.67597873105777,1.289165181510561
0.3,blackhole,GraphSAGE,0.5950051200632729,0.014941844158016524,0.4339250341593065,0.01974111390640909,0.8586003380468549,0.00315379854045622,637.3,7.008724721532605,12.184900353835316,0.13361735863164526,0.59735852591351,0.0022423902685553016,0.005239210607749088,0.0001620671329984282,40.67597873105777,1.289165181510561
0.3,random,GAT,0.5865421208455406,0.025963198363101233,0.4185241680198356,0.030261180410197694,0.8315524364288696,5.383843391449016e-05,620.4,4.477102237434881,14.812488498029541,0.06708572875128248,0.33402021702970225,0.010484485499892934,0.003180412725455909,6.798901890342654e-05,29.224457212076153,0.7039500533767917
0.3,random,GCN,0.5237482838588138,0.00834267154125835,0.34293545582414386,0.010748495968383785,0.8315524364288696,5.383843391449016e-05,620.4,4.477102237434881,14.812488498029541,0.06708572875128248,0.33402021702970225,0.010484485499892934,0.003180412725455909,6.798901890342654e-05,29.224457212076153,0.7039500533767917
0.3,random,GraphSAGE,0.5688989559493629,0.00498609096624137,0.39598253154227026,0.005226868247775841,0.8315524364288696,5.383843391449016e-05,620.4,4.477102237434881,14.812488498029541,0.06708572875128248,0.33402021702970225,0.010484485499892934,0.003180412725455909,6.798901890342654e-05,29.224457212076153,0.7039500533767917
0.3,stratified,GAT,0.593341305911206,0.023076311244965664,0.42696607451611557,0.029332506287672266,0.8233129863923212,0.0007237605970525441,636.5,8.181958472422389,14.212661944014144,0.14993365842185571,0.3296309824247209,0.007758571428617239,0.002947833797371766,5.821633595780377e-05,26.66243637562435,0.6054262569874574
0.3,stratified,GCN,0.5358295732271888,0.01373170259781518,0.35574486788883247,0.01823054149167321,0.8233129863923212,0.0007237605970525441,636.5,8.181958472422389,14.212661944014144,0.14993365842185571,0.3296309824247209,0.007758571428617239,0.002947833797371766,5.821633595780377e-05,26.66243637562435,0.6054262569874574
0.3,stratified,GraphSAGE,0.5790316024967282,0.009163222800266763,0.410238023387527,0.013097755626661375,0.8233129863923212,0.0007237605970525441,636.5,8.181958472422389,14.212661944014144,0.14993365842185571,0.3296309824247209,0.007758571428617239,0.002947833797371766,5.821633595780377e-05,26.66243637562435,0.6054262569874574
0.4,blackhole,GAT,0.6090822622252146,0.021738481128789875,0.4585305409786599,0.024414283722750486,0.8683739085020885,0.004233538837701158,510.6,12.149074038789951,12.299988559526042,0.31893119096621014,0.6191293010899754,0.004060290285648143,0.005483521459624915,0.00018213215873048652,34.4167259755814,1.232833947757781
0.4,blackhole,GCN,0.5248603416916597,0.028747567917953007,0.3563788292249237,0.034846465348725236,0.8683739085020885,0.004233538837701158,510.6,12.149074038789951,12.299988559526042,0.31893119096621014,0.6191293010899754,0.004060290285648143,0.005483521459624915,0.00018213215873048652,34.4167259755814,1.232833947757781
0.4,blackhole,GraphSAGE,0.5874005818060531,0.012904746001281909,0.42764512278667277,0.015531381199134867,0.8683739085020885,0.004233538837701158,510.6,12.149074038789951,12.299988559526042,0.31893119096621014,0.6191293010899754,0.004060290285648143,0.005483521459624915,0.00018213215873048652,34.4167259755814,1.232833947757781
0.4,random,GAT,0.5883877475919816,0.018347376761464834,0.42283993252253227,0.02324823871316458,0.8321035544160672,8.751326559931942e-05,582.3,7.334090869963976,15.12936201840607,0.11219222055225828,0.23487107971514337,0.009097908458127277,0.0025009143503522055,5.887754998116005e-05,22.030869630130784,0.6380464451903655
0.4,random,GCN,0.5217666045349091,0.009387126689651045,0.34290831980148695,0.012272951998322103,0.8321035544160672,8.751326559931942e-05,582.3,7.334090869963976,15.12936201840607,0.11219222055225828,0.23487107971514337,0.009097908458127277,0.0025009143503522055,5.887754998116005e-05,22.030869630130784,0.6380464451903655
0.4,random,GraphSAGE,0.5834811197181927,0.0059411299022261955,0.4174662289400791,0.007079024972116761,0.8321035544160672,8.751326559931942e-05,582.3,7.334090869963976,15.12936201840607,0.11219222055225828,0.23487107971514337,0.009097908458127277,0.0025009143503522055,5.887754998116005e-05,22.030869630130784,0.6380464451903655
0.4,stratified,GAT,0.597021568022011,0.012665586969106279,0.43318446700996843,0.014810447941509755,0.8214003014092889,0.0005890746415457073,634.5,6.519202405202651,13.592539956438841,0.17044172296650453,0.24229952665385884,0.008081610470869976,0.0023446061665967693,5.348399714289991e-05,20.219117044227296,0.5833295496733769
0.4,stratified,GCN,0.5320707101349857,0.011642017137849417,0.3575675975422535,0.012009420959201537,0.8214003014092889,0.0005890746415457073,634.5,6.519202405202651,13.592539956438841,0.17044172296650453,0.24229952665385884,0.008081610470869976,0.0023446061665967693,5.348399714289991e-05,20.219117044227296,0.5833295496733769
0.4,stratified,GraphSAGE,0.5744954463276056,0.005839750675207601,0.4077984710798462,0.009185050496679815,0.8214003014092889,0.0005890746415457073,634.5,6.519202405202651,13.592539956438841,0.17044172296650453,0.24229952665385884,0.008081610470869976,0.0023446061665967693,5.348399714289991e-05,20.219117044227296,0.5833295496733769
0.5,blackhole,GAT,0.6172966408272758,0.017168902543521342,0.46831547105480376,0.023079856244340977,0.8745568485591096,0.010741506199150312,505.4,9.80022675474626,10.028114628278024,0.19710685329028232,0.6123254210862357,0.003963559676312968,0.005582518306583747,0.0003011051200940327,28.27818636709127,1.5290997143997287
0.5,blackhole,GCN,0.5625519800008983,0.045188287574207044,0.4029022156231223,0.05546792560308296,0.8745568485591096,0.010741506199150312,505.4,9.80022675474626,10.028114628278024,0.19710685329028232,0.6123254210862357,0.003963559676312968,0.005582518306583747,0.0003011051200940327,28.27818636709127,1.5290997143997287
0.5,blackhole,GraphSAGE,0.6012869961184812,0.014548586233171963,0.44680146147206196,0.018974319222355943,0.8745568485591096,0.010741506199150312,505.4,9.80022675474626,10.028114628278024,0.19710685329028232,0.6123254210862357,0.003963559676312968,0.005582518306583747,0.0003011051200940327,28.27818636709127,1.5290997143997287
0.5,random,GAT,0.581246771915743,0.008680500318830919,0.4135606013957746,0.010803726278748657,0.8329511799103868,0.00016868198450190695,557.8,2.9363620727393607,14.903067600822405,0.15266079494902665,0.15531242902365966,0.008384249293847523,0.0019328140309088162,6.587529275557518e-05,16.069118023222757,0.6797255325411297
0.5,random,GCN,0.5162753055512372,0.011311607128423521,0.3373794116579615,0.013589819865826629,0.8329511799103868,0.00016868198450190695,557.8,2.9363620727393607,14.903067600822405,0.15266079494902665,0.15531242902365966,0.008384249293847523,0.0019328140309088162,6.587529275557518e-05,16.069118023222757,0.6797255325411297
0.5,random,GraphSAGE,0.5681948258426905,0.00870937145421827,0.4005843023592659,0.01328746665314866,0.8329511799103868,0.00016868198450190695,557.8,2.9363620727393607,14.903067600822405,0.15266079494902665,0.15531242902365966,0.008384249293847523,0.0019328140309088162,6.587529275557518e-05,16.069118023222757,0.6797255325411297
0.5,stratified,GAT,0.5837459675525387,0.020330251879173148,0.42215005444942666,0.024103591039039692,0.819646882112343,0.0004553793742810365,608.1,6.244108334173002,13.174548851608872,0.12174027751430062,0.17670903722278822,0.0074885095320302054,0.0018651403116372023,5.8466538766108955e-05,14.9439572614917,0.60788879456699
0.5,stratified,GCN,0.5381536740330516,0.01109011151936337,0.3674472628751265,0.014031311671023191,0.819646882112343,0.0004553793742810365,608.1,6.244108334173002,13.174548851608872,0.12174027751430062,0.17670903722278822,0.0074885095320302054,0.0018651403116372023,5.8466538766108955e-05,14.9439572614917,0.60788879456699
0.5,stratified,GraphSAGE,0.5839374790031174,0.012630411189477867,0.42147245439271985,0.016257791166121964,0.819646882112343,0.0004553793742810365,608.1,6.244108334173002,13.174548851608872,0.12174027751430062,0.17670903722278822,0.0074885095320302054,0.0018651403116372023,5.8466538766108955e-05,14.9439572614917,0.60788879456699
0.6,blackhole,GAT,0.6040644394099275,0.019684722552711996,0.4545573690219432,0.028545555513551736,0.8875977646537704,0.014844827928971106,415.3,11.662380164919657,8.873177848269467,0.25531189375760943,0.6300022585620628,0.007351021849834094,0.00613632673236043,0.0004352399746422407,22.59180070613325,1.6312425155649766
0.6,blackhole,GCN,0.5493359636559945,0.037719808716470786,0.3844721914743247,0.05060870463146198,0.8875977646537704,0.014844827928971106,415.3,11.662380164919657,8.873177848269467,0.25531189375760943,0.6300022585620628,0.007351021849834094,0.00613632673236043,0.0004352399746422407,22.59180070613325,1.6312425155649766
0.6,blackhole,GraphSAGE,0.5852079384711387,0.01572675107416693,0.4298546841383691,0.021361701634036046,0.8875977646537704,0.014844827928971106,415.3,11.662380164919657,8.873177848269467,0.25531189375760943,0.6300022585620628,0.007351021849834094,0.00613632673236043,0.0004352399746422407,22.59180070613325,1.6312425155649766
0.6,random,GAT,0.5690869915219112,0.014525873998686451,0.4038947432455375,0.01798261055333416,0.8341168246348383,0.0006714288848764532,535.0,2.867441755680883,14.031292642046282,0.21320623309692788,0.0885140355805652,0.0073393250859779295,0.0014160982657326477,6.024239200614065e-05,10.634661322454594,0.6050842724542272
0.6,random,GCN,0.5103188196810159,0.014127169639850745,0.33158547352021833,0.02016390236585372,0.8341168246348383,0.0006714288848764532,535.0,2.867441755680883,14.031292642046282,0.21320623309692788,0.0885140355805652,0.0073393250859779295,0.0014160982657326477,6.024239200614065e-05,10.634661322454594,0.6050842724542272
0.6,random,GraphSAGE,0.5686243779247604,0.00768464124757082,0.4037336946191396,0.008545385795573058,0.8341168246348383,0.0006714288848764532,535.0,2.867441755680883,14.031292642046282,0.21320623309692788,0.0885140355805652,0.0073393250859779295,0.0014160982657326477,6.024239200614065e-05,10.634661322454594,0.6050842724542272
0.6,stratified,GAT,0.580775200420908,0.017011229006991,0.42066914594151966,0.02016571452643846,0.8230887702748847,0.001078873336960712,561.2,11.262523893179733,12.850287591645898,0.1336132296990438,0.11721888051991824,0.007682445918159711,0.001417820584129538,4.967871540948449e-05,10.227731207296518,0.5277855332399659
0.6,stratified,GCN,0.5307638158314681,0.019126074769872964,0.3588160130896189,0.02328455328424578,0.8230887702748847,0.001078873336960712,561.2,11.262523893179733,12.850287591645898,0.1336132296990438,0.11721888051991824,0.007682445918159711,0.001417820584129538,4.967871540948449e-05,10.227731207296518,0.5277855332399659
0.6,stratified,GraphSAGE,0.5850454653273853,0.010056314259953297,0.42757874340589286,0.013012674246981402,0.8230887702748847,0.001078873336960712,561.2,11.262523893179733,12.850287591645898,0.1336132296990438,0.11721888051991824,0.007682445918159711,0.001417820584129538,4.967871540948449e-05,10.227731207296518,0.5277855332399659
0.7,blackhole,GAT,0.5962184483240774,0.026394654725236815,0.4488171112162746,0.03385423092472171,0.9011519831865831,0.021447890981788384,341.0,9.56846672960488,7.258131651367984,0.2256811982632383,0.6486226664850141,0.013565587303277556,0.006288030211252686,0.0004912680825422683,15.54766702584424,1.2559141883796519
0.7,blackhole,GCN,0.541363522446854,0.030454007746076685,0.3800039161760035,0.03896032260931,0.9011519831865831,0.021447890981788384,341.0,9.56846672960488,7.258131651367984,0.2256811982632383,0.6486226664850141,0.013565587303277556,0.006288030211252686,0.0004912680825422683,15.54766702584424,1.2559141883796519
0.7,blackhole,GraphSAGE,0.5805519089504133,0.02370603412618679,0.427755598707925,0.03226923212846071,0.9011519831865831,0.021447890981788384,341.0,9.56846672960488,7.258131651367984,0.2256811982632383,0.6486226664850141,0.013565587303277556,0.006288030211252686,0.0004912680825422683,15.54766702584424,1.2559141883796519
0.7,random,GAT,0.5720512622641769,0.018605900680028174,0.41133706880487664,0.023242545096196804,0.83476732363093,0.0005177374160348316,510.1,3.6347092196090554,12.36204253576996,0.34658554539416264,0.034438785143182306,0.004242308569058521,0.0009467649820731958,3.781482412296667e-05,5.973105715552394,0.36684470605763425
0.7,random,GCN,0.5100804352081906,0.016856454353296604,0.334098511890288,0.02065283345828601,0.83476732363093,0.0005177374160348316,510.1,3.6347092196090554,12.36204253576996,0.34658554539416264,0.034438785143182306,0.004242308569058521,0.0009467649820731958,3.781482412296667e-05,5.973105715552394,0.36684470605763425
0.7,random,GraphSAGE,0.5789934541631703,0.009660103066811858,0.42200156438716857,0.013955344323123274,0.83476732363093,0.0005177374160348316,510.1,3.6347092196090554,12.36204253576996,0.34658554539416264,0.034438785143182306,0.004242308569058521,0.0009467649820731958,3.781482412296667e-05,5.973105715552394,0.36684470605763425
0.7,stratified,GAT,0.5737387492202497,0.014240942783360874,0.41697196115971363,0.017540937062982664,0.831541053762038,0.00104527983775232,497.7,5.498484639728781,11.829284066193884,0.23217798230149822,0.056288250469594715,0.004961925417357981,0.0010158714503810402,3.356632377682637e-05,5.984940569894695,0.34791490437311956
0.7,stratified,GCN,0.5339015479429661,0.014253501520689719,0.36725041139785775,0.017787664888099144,0.831541053762038,0.00104527983775232,497.7,5.498484639728781,11.829284066193884,0.23217798230149822,0.056288250469594715,0.004961925417357981,0.0010158714503810402,3.356632377682637e-05,5.984940569894695,0.34791490437311956
