refcode,linker SMILES,metal,Largest Cavity Diameter,Pore Limiting Diameter,Largest Free Sphere,Gravity,Degree_Centrality,Betweenness_Centrality,Edge_Weight_Sum,Community_ID
ABAVIJ,OC(=O)c1ccncc1,Co,4.43864,2.4964,3.9804,0.39958789568554626,0.2562962962962963,0.002918648195593601,149.0846554607809,48
ABAVOP,OC(=O)c1ccncc1,Co,3.53566,2.44164,3.51741,0.40580275386801135,0.2622222222222222,0.0027432998449130773,152.52646273702908,48
ABAVUV,OC(=O)c1ccncc1,Co,4.9992,4.29904,4.982,0.37563010291689775,0.24148148148148146,0.002683691121209634,140.58313602160004,48
ABAYIM,OC(=O)c1nccnc1C(=O)O,Ag,1.2109,0.51751,1.2109,0.1784228694628296,0.045454545454545456,2.0178958535122923e-05,9.08463990375616,161
ABAYIO,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Mn,11.39487,4.3226,11.39487,0.07689912312266939,0.39999999999999997,0.008025569131376514,163.12958436590526,54
ABAYOS,OC(=O)c1nccnc1C(=O)O,Ag,1.45533,0.64478,1.45533,0.19748340521156044,0.049999999999999996,2.8565019225044135e-05,9.902806719826383,161
ABAYOS01,OC(=O)c1nccnc1C(=O)O,Ag,1.43609,0.70443,1.40839,0.1671020560780065,0.04090909090909091,9.224666758913333e-06,8.085615347640669,161
ABAYOU,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Co,11.27344,4.5108,11.27344,0.6845353619883725,0.3807407407407407,0.01587820242734498,218.68051603256208,48
ABEMIF,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Cu,11.25251,6.80253,11.25251,0.6050644465107229,0.46949327817993797,0.005585953087874819,394.75953076856644,1
ABIWOX,OC(=O)c1cncc(c1)C(=O)O,Co,1.81541,0.7958,1.80785,0.31043197907473846,0.19555555555555554,0.0028841788075307847,110.99682078238541,48
ABUFOU,OC(=O)/C=C/c1ccc(cc1)/C=C/C(=O)O,Mn,2.13608,1.65727,2.11833,0.1791278083812427,0.00631578947368421,0.004212780689866135,2.5577184383557103,54
ABUFUA,OC(=O)/C=C/c1ccc(cc1)/C=C/C(=O)O,Fe,2.05942,1.64222,2.05073,0.0,1.0,0.0,0.8171449995284192,467
ABUWOJ,OC(=O)c1ccc(cc1)C(=O)O,Zn,3.23457,1.404,3.20514,0.25433559570535597,0.5238938053097345,0.002928570954394674,519.3441650095385,29
