refcode,linker SMILES,metal,Largest Cavity Diameter,Pore Limiting Diameter,Largest Free Sphere,Gravity,Degree_Centrality,Betweenness_Centrality,Edge_Weight_Sum,Community_ID
ABAVIJ,OC(=O)c1ccncc1,Co,4.43864,2.4964,3.9804,0.4407006162581518,0.27205882352941174,0.0033555366513153195,159.27123495134646,63
ABAVOP,OC(=O)c1ccncc1,Co,3.53566,2.44164,3.51741,0.4149932123345331,0.25735294117647056,0.003037502472627244,150.66203868154534,63
ABAVUV,OC(=O)c1ccncc1,Co,4.9992,4.29904,4.982,0.40703988417653897,0.2514705882352941,0.0030850838288294037,147.29350984410485,63
ABAYIM,OC(=O)c1nccnc1C(=O)O,Ag,1.2109,0.51751,1.2109,0.2041404312008196,0.049107142857142856,4.6298414732111077e-05,9.902081572644732,222
ABAYIO,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Mn,11.39487,4.3226,11.39487,0.1348079575516714,0.4142259414225941,0.009457141811178975,169.2113597418035,62
ABAYOS,OC(=O)c1nccnc1C(=O)O,Ag,1.45533,0.64478,1.45533,0.05936666143861395,0.04464285714285714,2.144916262469113e-05,9.085292746587113,222
ABAYOS01,OC(=O)c1nccnc1C(=O)O,Ag,1.43609,0.70443,1.40839,0.20414796841601687,0.049107142857142856,4.6298414732111077e-05,9.903050960649647,222
ABAYOU,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Co,11.27344,4.5108,11.27344,0.7005050213804542,0.35441176470588237,0.014556907929162666,204.07038973621627,63
ABEMIF,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Cu,11.25251,6.80253,11.25251,0.15626938214933628,0.4983277591973244,0.006005379253944868,388.27586631532654,7
ABIWOX,OC(=O)c1cncc(c1)C(=O)O,Co,1.81541,0.7958,1.80785,0.3028096718068693,0.18529411764705883,0.0027116941493589494,105.86518646006643,63
ABUFOU,OC(=O)/C=C/c1ccc(cc1)/C=C/C(=O)O,Mn,2.13608,1.65727,2.11833,0.4626458931686001,0.008368200836820083,0.0042272658020410725,3.4133134759638324,62
ABUFUA,OC(=O)/C=C/c1ccc(cc1)/C=C/C(=O)O,Fe,2.05942,1.64222,2.05073,0.0,1.0,0.0,0.8171449995284192,459
ABUWOJ,OC(=O)c1ccc(cc1)C(=O)O,Zn,3.23457,1.404,3.20514,0.24393611635457282,0.5240641711229946,0.0027294651603826914,515.3992881247437,26
ACAFAO,[O-][n+]1ccc(cc1)c1ccc(cc1)C(=O)O,Pb,6.22232,5.37253,6.18758,0.20410322343371684,0.18471337579617836,0.0004639181023323508,24.921926669660987,84
ACAJOG,OC(=O)c1cc(F)cnc1,Cu,3.3423,1.69329,3.34162,0.11020645406452945,0.10702341137123746,0.0001430345330811007,79.10655114314355,7
ACAKEX,OC(=O)c1cc(Cl)cnc1,Cu,2.82904,1.09185,2.4209,0.22688986816303308,0.10144927536231883,0.00011059936864462374,74.62383006186978,7
ACAKUM,OC(=O)c1cc(cc(c1)c1nnn(c1)c1cc(cc(c1)C(=O)O)C(=O)O)C(=O)O,La,3.48305,1.40429,3.43219,0.020347340948685746,0.01935483870967742,0.0,2.552394149228595,266
ACALAT,OC(=O)c1cc(cc(c1)c1nnn(c1)c1cc(cc(c1)C(=O)O)C(=O)O)C(=O)O,Eu,3.17027,1.00034,3.16396,0.03549819497540366,0.032388663967611336,0.000669787446012775,6.671219534940064,16
ACALEX,OC(=O)c1cc(cc(c1)c1nnn(c1)c1cc(cc(c1)C(=O)O)C(=O)O)C(=O)O,Tb,3.7435,1.18908,3.7435,0.0352154922560937,0.04081632653061224,2.1678441024704442e-05,6.622485834329574,43
ACALIB,OC(=O)c1cc(cc(c1)c1nnn(c1)c1cc(cc(c1)C(=O)O)C(=O)O)C(=O)O,Er,3.83161,1.64823,3.83161,0.06471779685158117,0.05681818181818182,0.0,4.073195708273081,45
ACAZEK,NCCN,Ag,1.67292,0.95578,1.29275,0.4287712353841343,0.8055555555555555,0.0034224526861182094,28.911095158549124,173
ACIBOE,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Zn,8.26184,7.04151,8.26184,0.15346767497315944,0.47237076648841353,0.0036888372349913857,459.30350122859875,26
ACICOH,OC(=O)c1ccncc1,Ni,5.23439,3.67775,5.17003,0.5233098334535822,0.3455497382198953,0.012381026443053129,56.05528766843505,19
ACMPCD,O[C@@H]1[C@@H](O)[C@@H](O[C@@H]1n1ccc(nc1=O)N)COP(=O)(O)O,Cd,5.66735,4.60927,5.66735,0.0,1.0,0.0,0.9044072872420656,380
ACOBEC,OC(=O)c1ccc(cc1)C(=O)O,Sc,3.36484,2.64983,3.36484,0.6049376645929889,0.851063829787234,0.003631917385996335,39.293440447000265,190
ACODAA,n1[nH]cc(c1)c1c[nH]nc1,Fe,6.48152,5.94554,6.48152,0.999725845143456,1.0,0.01020408163265306,7.717170224501584,15
ACODED,OC(=O)c1ccc(cc1)P(=O)(c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,Cu,6.08481,3.78801,6.00167,0.11713857380993933,0.10813823857302118,0.0005643580976338733,79.65493423244651,7
ACODEE,n1[nH]cc(c1)c1c[nH]nc1,Fe,2.62395,1.50111,2.6185,0.9686168493180687,1.0,0.01020408163265306,7.684523735172144,15
ACODIH,OC(=O)c1ccc(cc1)P(=O)(c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,Zn,6.22954,4.82188,6.21878,0.15335106169483798,0.23172905525846701,0.00046183398436544585,222.8348327510065,26
ACODON,OC(=O)c1ccc(cc1)P(=O)(c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,Tb,7.12973,4.65534,7.12973,0.23015979606267326,0.2346938775510204,0.000510091912173263,39.32852071322072,43
ACOFEG,OC(=O)c1cc(Oc2ccc(cc2)c2cc(nc(c2)c2ccncc2)c2ccncc2)cc(c1)C(=O)O,Eu,2.93411,1.60176,2.93353,0.07303088284002625,0.06882591093117409,0.00024358762023135222,14.248716412266068,16
ACOFIK,OC(=O)c1cc(Oc2ccc(cc2)c2cc(nc(c2)c2ccncc2)c2ccncc2)cc(c1)C(=O)O,Tb,2.87015,1.596,2.87015,0.07043007471819512,0.07653061224489795,5.91124855637146e-05,12.406800045455624,43
ACOGEF,O=C(N1CCN(CCN(CCN(CC1)C(=O)Nc1ccncc1)C(=O)Nc1ccncc1)C(=O)Nc1ccncc1)Nc1ccncc1,Cd,5.22428,3.94888,4.76827,0.005384092820380284,0.0050062578222778474,3.136753021477348e-06,3.499753186955853,5
ACOLOV,OC(=O)c1ccc(cc1)OCC(COc1ccc(cc1)C(=O)O)(COc1ccc(cc1)C(=O)O)COCC(COc1ccc(cc1)C(=O)O)(COc1ccc(cc1)C(=O)O)COc1ccc(cc1)C(=O)O,Cd,7.34692,5.34744,7.34692,0.0705381712053516,0.04881101376720901,0.00026615048232381694,33.185271741695004,5
ACUBOP,OC(=O)c1cccnc1,Cd,2.69745,1.73529,2.68119,0.2274551564449432,0.1276595744680851,0.0032687880203681173,86.2820932916556,5
ACUBOP01,OC(=O)c1cccnc1,Cd,2.57554,1.45861,2.56529,0.18548647894638767,0.10888610763454318,0.0022661908192043137,73.5332195911506,5
ACUREY,OC(=O)c1cc(Oc2ccc(cc2)c2cc(nc(c2)c2ccncc2)c2ccncc2)cc(c1)C(=O)O,Ni,4.84425,3.67908,4.84333,0.20391174562080666,0.14659685863874347,0.0006715600916048111,24.32102277983007,19
