Threshold,Method,Model,Accuracy_Mean,Accuracy_Std,Cohen_Kappa_Mean,Cohen_Kappa_Std,Num_Edges_Mean,Num_Edges_Std,Num_Nodes_Mean,Num_Nodes_Std,Modularity_Mean,Modularity_Std,Num_Communities_Mean,Num_Communities_Std,Avg_Community_Size_Mean,Avg_Community_Size_Std,Avg_Clustering_Mean,Avg_Clustering_Std,Graph_Density_Mean,Graph_Density_Std,Avg_Degree_Mean,Avg_Degree_Std,Nodes_Removed_Mean,Nodes_Removed_Std,Edges_Removed_Mean,Edges_Removed_Std,Percent_Nodes_Retained_Mean,Percent_Nodes_Retained_Std,Percent_Edges_Retained_Mean,Percent_Edges_Retained_Std
0.0,blackhole,GAT,0.7068062827225131,,0.5299626588281536,,414650.0,,12561.0,,0.8342377913018484,,875.0,,14.355428571428572,,0.6934126532041801,,0.005256513817665335,,66.0218135498766,,0.0,,0.0,,100.0,,100.0,
0.0,blackhole,GCN,0.6788830715532286,,0.48689397405074986,,414650.0,,12561.0,,0.8342377913018484,,875.0,,14.355428571428572,,0.6934126532041801,,0.005256513817665335,,66.0218135498766,,0.0,,0.0,,100.0,,100.0,
0.0,blackhole,GraphSAGE,0.6919720767888308,,0.49852546867039293,,414650.0,,12561.0,,0.8342377913018484,,875.0,,14.355428571428572,,0.6934126532041801,,0.005256513817665335,,66.0218135498766,,0.0,,0.0,,100.0,,100.0,
0.1,blackhole,GAT,0.7275741710296684,0.00888596831979126,0.5536104612123711,0.010119003683732825,270399.0,1730.1605416839213,11327.2,12.255610959882825,0.8440980332507741,0.0012840582173885848,936.2,5.890670590009257,12.163208920199294,0.08437236191143233,0.591022477240623,0.0026844920505355017,0.00417132372961928,3.306782357697737e-05,47.74354615468681,0.3451128149917116,1233.8,12.255610959882823,144251.0,1730.1605416839213,90.17753363585702,0.09756875216848288,65.2113830941758,0.417258059009747
0.1,blackhole,GCN,0.6958115183246073,0.013470304200991393,0.5094854863002426,0.01603490610760859,270399.0,1730.1605416839213,11327.2,12.255610959882825,0.8440980332507741,0.0012840582173885848,936.2,5.890670590009257,12.163208920199294,0.08437236191143233,0.591022477240623,0.0026844920505355017,0.00417132372961928,3.306782357697737e-05,47.74354615468681,0.3451128149917116,1233.8,12.255610959882823,144251.0,1730.1605416839213,90.17753363585702,0.09756875216848288,65.2113830941758,0.417258059009747
0.1,blackhole,GraphSAGE,0.6963350785340314,0.007008018500963801,0.5021130930380149,0.008456285960617087,270399.0,1730.1605416839213,11327.2,12.255610959882825,0.8440980332507741,0.0012840582173885848,936.2,5.890670590009257,12.163208920199294,0.08437236191143233,0.591022477240623,0.0026844920505355017,0.00417132372961928,3.306782357697737e-05,47.74354615468681,0.3451128149917116,1233.8,12.255610959882823,144251.0,1730.1605416839213,90.17753363585702,0.09756875216848288,65.2113830941758,0.417258059009747
0.1,stratified,GAT,0.6973821989528796,0.008756491242095715,0.5102836686880362,0.011013143540335684,202750.8,1674.772880124347,10557.2,17.28293956478469,0.823739186386278,0.00047866449559112777,938.6,3.9115214431215892,11.849949697215237,0.05317274409162055,0.3614268643607945,0.002514503158880131,0.0032782924644391164,2.358267546182545e-05,38.40977124554654,0.28054061095923555,2003.8,17.28293956478469,211899.2,1674.772880124347,84.0474484515564,0.1375920672301932,48.89685276739418,0.4039003690158828
0.1,stratified,GCN,0.6547993019197207,0.028547504171045592,0.4470893304789268,0.03928286372650972,202750.8,1674.772880124347,10557.2,17.28293956478469,0.823739186386278,0.00047866449559112777,938.6,3.9115214431215892,11.849949697215237,0.05317274409162055,0.3614268643607945,0.002514503158880131,0.0032782924644391164,2.358267546182545e-05,38.40977124554654,0.28054061095923555,2003.8,17.28293956478469,211899.2,1674.772880124347,84.0474484515564,0.1375920672301932,48.89685276739418,0.4039003690158828
0.1,stratified,GraphSAGE,0.6837696335078534,0.007746017808437019,0.48761519862096653,0.01099074023361251,202750.8,1674.772880124347,10557.2,17.28293956478469,0.823739186386278,0.00047866449559112777,938.6,3.9115214431215892,11.849949697215237,0.05317274409162055,0.3614268643607945,0.002514503158880131,0.0032782924644391164,2.358267546182545e-05,38.40977124554654,0.28054061095923555,2003.8,17.28293956478469,211899.2,1674.772880124347,84.0474484515564,0.1375920672301932,48.89685276739418,0.4039003690158828
0.2,blackhole,GAT,0.7193717277486911,0.009610495568766735,0.5428649513158695,0.016542949174845306,198989.6,5741.438696006429,10181.6,12.441864811996632,0.852914535337208,0.0038204888201273384,998.6,6.877499545619759,10.27822075338389,0.07921520640053123,0.5926668766072606,0.0032513963555333932,0.003778340827255107,0.00010105111214530248,39.08752906389314,1.1014816515948376,2379.4,12.441864811996632,215660.4,5741.438696006429,81.0572406655521,0.09905154694687464,47.98977450862173,1.3846469784170845
0.2,blackhole,GCN,0.6947643979057592,0.015856375313786895,0.5044966328961656,0.024080608322959305,198989.6,5741.438696006429,10181.6,12.441864811996632,0.852914535337208,0.0038204888201273384,998.6,6.877499545619759,10.27822075338389,0.07921520640053123,0.5926668766072606,0.0032513963555333932,0.003778340827255107,0.00010105111214530248,39.08752906389314,1.1014816515948376,2379.4,12.441864811996632,215660.4,5741.438696006429,81.0572406655521,0.09905154694687464,47.98977450862173,1.3846469784170845
0.2,blackhole,GraphSAGE,0.693717277486911,0.010881294863298373,0.4993527537352266,0.01762276263950967,198989.6,5741.438696006429,10181.6,12.441864811996632,0.852914535337208,0.0038204888201273384,998.6,6.877499545619759,10.27822075338389,0.07921520640053123,0.5926668766072606,0.0032513963555333932,0.003778340827255107,0.00010105111214530248,39.08752906389314,1.1014816515948376,2379.4,12.441864811996632,215660.4,5741.438696006429,81.0572406655521,0.09905154694687464,47.98977450862173,1.3846469784170845
0.2,stratified,GAT,0.675392670157068,0.010597694416658919,0.4822722621518734,0.01339657085306573,157018.2,1285.2391606234228,9211.4,1.816590212458495,0.8194126496151803,0.00027143220580959685,919.6,4.09878030638384,10.797690740207447,0.04770790500362799,0.2907749693311903,0.002204766894785177,0.003185503248893199,2.6441763673763258e-05,34.09215065612232,0.2795552223347141,3349.6,1.8165902124584952,257631.8,1285.2391606234228,73.33333333333334,0.014462146425116488,37.86764741348125,0.3099575933011987
