Threshold,Method,Model,Accuracy_Mean,Accuracy_Std,Cohen_Kappa_Mean,Cohen_Kappa_Std,Num_Edges_Mean,Num_Edges_Std,Num_Nodes_Mean,Num_Nodes_Std,Modularity_Mean,Modularity_Std,Num_Communities_Mean,Num_Communities_Std,Avg_Community_Size_Mean,Avg_Community_Size_Std,Avg_Clustering_Mean,Avg_Clustering_Std,Graph_Density_Mean,Graph_Density_Std,Avg_Degree_Mean,Avg_Degree_Std,Nodes_Removed_Mean,Nodes_Removed_Std,Edges_Removed_Mean,Edges_Removed_Std,Percent_Nodes_Retained_Mean,Percent_Nodes_Retained_Std,Percent_Edges_Retained_Mean,Percent_Edges_Retained_Std
0.0,blackhole,GAT,0.5308080808080808,0.018305581185709543,0.3062478568945335,0.02547595696204876,357971.1,219.23475494952388,12132.0,5.14241620684717,0.8337736168791482,0.0002106934043852893,725.9,5.6460408940936455,16.713918151363636,0.12468488777594233,0.6016206237569311,0.0024851604285051347,0.004864621642542985,3.7009707614933704e-06,59.01271289716318,0.03218418186575052,429.0,5.14241620684717,56678.9,219.23475494952385,96.58466682588964,0.04093954467675554,86.33090558302182,0.0528722428432479
0.0,blackhole,GCN,0.5508417508417509,0.027454787611978726,0.3416059896587699,0.038865334680589884,357971.1,219.23475494952388,12132.0,5.14241620684717,0.8337736168791482,0.0002106934043852893,725.9,5.6460408940936455,16.713918151363636,0.12468488777594233,0.6016206237569311,0.0024851604285051347,0.004864621642542985,3.7009707614933704e-06,59.01271289716318,0.03218418186575052,429.0,5.14241620684717,56678.9,219.23475494952385,96.58466682588964,0.04093954467675554,86.33090558302182,0.0528722428432479
0.0,blackhole,GraphSAGE,0.5516835016835017,0.019777463022300747,0.3446580552278424,0.028113211569946336,357971.1,219.23475494952388,12132.0,5.14241620684717,0.8337736168791482,0.0002106934043852893,725.9,5.6460408940936455,16.713918151363636,0.12468488777594233,0.6016206237569311,0.0024851604285051347,0.004864621642542985,3.7009707614933704e-06,59.01271289716318,0.03218418186575052,429.0,5.14241620684717,56678.9,219.23475494952385,96.58466682588964,0.04093954467675554,86.33090558302182,0.0528722428432479
0.0,stratified,GAT,0.5292929292929293,0.009363256392643871,0.30463274511269856,0.011473546734597159,383232.0,0.0,12489.0,0.0,0.8324390418090022,4.80009479949799e-05,861.6,0.9660917830792959,14.495141748335138,0.016251474409944944,0.6473047504550482,1.1702778228589004e-16,0.004914407958952629,0.0,61.37112659140043,0.0,72.0,0.0,31418.0,0.0,99.42679722951995,0.0,92.42300735560111,1.4979556132593925e-14
0.0,stratified,GCN,0.5531986531986531,0.011002312846826002,0.3472898668150276,0.016809245112889844,383232.0,0.0,12489.0,0.0,0.8324390418090022,4.80009479949799e-05,861.6,0.9660917830792959,14.495141748335138,0.016251474409944944,0.6473047504550482,1.1702778228589004e-16,0.004914407958952629,0.0,61.37112659140043,0.0,72.0,0.0,31418.0,0.0,99.42679722951995,0.0,92.42300735560111,1.4979556132593925e-14
0.0,stratified,GraphSAGE,0.5521885521885523,0.011195251034377103,0.3468333841463182,0.020466361992873567,383232.0,0.0,12489.0,0.0,0.8324390418090022,4.80009479949799e-05,861.6,0.9660917830792959,14.495141748335138,0.016251474409944944,0.6473047504550482,1.1702778228589004e-16,0.004914407958952629,0.0,61.37112659140043,0.0,72.0,0.0,31418.0,0.0,99.42679722951995,0.0,92.42300735560111,1.4979556132593925e-14
0.1,blackhole,GAT,0.5377104377104378,0.01518680680137912,0.3152050435757393,0.024239254289853168,301333.2,948.938799103738,11298.6,8.88444333277743,0.8482084128508047,0.0009544164544969517,685.4,7.381658952355418,16.48630828373066,0.16816504564698498,0.6069827360163482,0.0028022259637615022,0.004721350671465981,1.4335390168344082e-05,53.33990995518566,0.15959227197791204,1262.4,8.88444333277743,113316.8,948.938799103738,89.949844757583,0.07073038239612667,72.67169902327264,0.2288529601118361
0.1,blackhole,GCN,0.5575757575757576,0.021336165433812403,0.34986705368986976,0.028516730462232322,301333.2,948.938799103738,11298.6,8.88444333277743,0.8482084128508047,0.0009544164544969517,685.4,7.381658952355418,16.48630828373066,0.16816504564698498,0.6069827360163482,0.0028022259637615022,0.004721350671465981,1.4335390168344082e-05,53.33990995518566,0.15959227197791204,1262.4,8.88444333277743,113316.8,948.938799103738,89.949844757583,0.07073038239612667,72.67169902327264,0.2288529601118361
0.1,blackhole,GraphSAGE,0.5488215488215488,0.017887067845689376,0.34181482440339606,0.025816153823986207,301333.2,948.938799103738,11298.6,8.88444333277743,0.8482084128508047,0.0009544164544969517,685.4,7.381658952355418,16.48630828373066,0.16816504564698498,0.6069827360163482,0.0028022259637615022,0.004721350671465981,1.4335390168344082e-05,53.33990995518566,0.15959227197791204,1262.4,8.88444333277743,113316.8,948.938799103738,89.949844757583,0.07073038239612667,72.67169902327264,0.2288529601118361
0.1,stratified,GAT,0.5303030303030303,0.023096650535641618,0.30714549508537425,0.029993501954487117,369747.0,0.0,11232.0,0.0,0.8314057791759589,4.877462224676668e-05,457.5,0.97182531580755,24.55091945166037,0.05219185414853186,0.6725335941885092,1.1702778228589004e-16,0.005862179772561751,0.0,65.83814102564102,0.0,1329.0,0.0,44903.0,0.0,89.41963219488893,1.4979556132593925e-14,89.1708669962619,0.0
0.1,stratified,GCN,0.5818181818181819,0.007017956543597531,0.392693590853077,0.011624843719873178,369747.0,0.0,11232.0,0.0,0.8314057791759589,4.877462224676668e-05,457.5,0.97182531580755,24.55091945166037,0.05219185414853186,0.6725335941885092,1.1702778228589004e-16,0.005862179772561751,0.0,65.83814102564102,0.0,1329.0,0.0,44903.0,0.0,89.41963219488893,1.4979556132593925e-14,89.1708669962619,0.0
0.1,stratified,GraphSAGE,0.5272727272727272,0.006954852249081782,0.3102654546782172,0.012063032286925186,369747.0,0.0,11232.0,0.0,0.8314057791759589,4.877462224676668e-05,457.5,0.97182531580755,24.55091945166037,0.05219185414853186,0.6725335941885092,1.1702778228589004e-16,0.005862179772561751,0.0,65.83814102564102,0.0,1329.0,0.0,44903.0,0.0,89.41963219488893,1.4979556132593925e-14,89.1708669962619,0.0
0.2,blackhole,GAT,0.5240740740740741,0.0411075582772723,0.3012059527381451,0.051829182980320125,242349.4,1174.281832535198,10169.0,12.640323483905693,0.862270786359506,0.0018269216788092174,679.9,4.954235000930461,14.957246749655226,0.09798596521787314,0.612689039793585,0.0023570087733692656,0.00468771216048121,2.7581278190227184e-05,47.664471722040595,0.2499716121733213,2392.0,12.640323483905693,172300.6,1174.281832535198,80.95693018071809,0.10063150612137559,58.446738212950684,0.28319831967567805
0.2,blackhole,GCN,0.561952861952862,0.01731089479394958,0.3623430948668518,0.023871108698211803,242349.4,1174.281832535198,10169.0,12.640323483905693,0.862270786359506,0.0018269216788092174,679.9,4.954235000930461,14.957246749655226,0.09798596521787314,0.612689039793585,0.0023570087733692656,0.00468771216048121,2.7581278190227184e-05,47.664471722040595,0.2499716121733213,2392.0,12.640323483905693,172300.6,1174.281832535198,80.95693018071809,0.10063150612137559,58.446738212950684,0.28319831967567805
0.2,blackhole,GraphSAGE,0.5671717171717171,0.012177458144513613,0.3738440264660095,0.015147967235516152,242349.4,1174.281832535198,10169.0,12.640323483905693,0.862270786359506,0.0018269216788092174,679.9,4.954235000930461,14.957246749655226,0.09798596521787314,0.612689039793585,0.0023570087733692656,0.00468771216048121,2.7581278190227184e-05,47.664471722040595,0.2499716121733213,2392.0,12.640323483905693,172300.6,1174.281832535198,80.95693018071809,0.10063150612137559,58.446738212950684,0.28319831967567805
0.2,stratified,GAT,0.5412457912457913,0.010917551323425203,0.32480696890656546,0.012388870148294632,352202.0,0.0,10026.0,0.0,0.8290545729267464,2.5737884284845992e-05,246.3,1.3374935098492586,40.70753750774653,0.2213853524951468,0.651323211663174,1.1702778228589004e-16,0.007008252359327097,9.14279549108516e-19,70.25772990225414,0.0,2535.0,0.0,62448.0,0.0,79.81848578934799,0.0,84.93958760400338,0.0
0.2,stratified,GCN,0.5515151515151515,0.012222629306452935,0.3384546022326118,0.01604519317017171,352202.0,0.0,10026.0,0.0,0.8290545729267464,2.5737884284845992e-05,246.3,1.3374935098492586,40.70753750774653,0.2213853524951468,0.651323211663174,1.1702778228589004e-16,0.007008252359327097,9.14279549108516e-19,70.25772990225414,0.0,2535.0,0.0,62448.0,0.0,79.81848578934799,0.0,84.93958760400338,0.0
0.2,stratified,GraphSAGE,0.534006734006734,0.010904563682595817,0.31527023392093845,0.012566398530616744,352202.0,0.0,10026.0,0.0,0.8290545729267464,2.5737884284845992e-05,246.3,1.3374935098492586,40.70753750774653,0.2213853524951468,0.651323211663174,1.1702778228589004e-16,0.007008252359327097,9.14279549108516e-19,70.25772990225414,0.0,2535.0,0.0,62448.0,0.0,79.81848578934799,0.0,84.93958760400338,0.0
0.3,blackhole,GAT,0.5276094276094276,0.02562021869326169,0.3034911880841954,0.025910908020610145,186919.9,1219.9427536660162,8801.0,17.76388345929897,0.8724353115328629,0.0016268775855787915,659.9,6.607235091591304,13.337966054292206,0.12405392932896957,0.6136078037615122,0.002627119819337674,0.004826913266161167,2.5267980561881075e-05,42.47682472527344,0.23618810706299373,3760.0,17.76388345929897,227730.1,1219.9427536660162,70.066077541597,0.14142093351882445,45.07895815748222,0.29421023843386135
0.3,blackhole,GCN,0.5663299663299664,0.020894720933513335,0.3661740431968942,0.026348662900829812,186919.9,1219.9427536660162,8801.0,17.76388345929897,0.8724353115328629,0.0016268775855787915,659.9,6.607235091591304,13.337966054292206,0.12405392932896957,0.6136078037615122,0.002627119819337674,0.004826913266161167,2.5267980561881075e-05,42.47682472527344,0.23618810706299373,3760.0,17.76388345929897,227730.1,1219.9427536660162,70.066077541597,0.14142093351882445,45.07895815748222,0.29421023843386135
0.3,blackhole,GraphSAGE,0.5661616161616161,0.03156584362084494,0.3710483432118195,0.043934012181084905,186919.9,1219.9427536660162,8801.0,17.76388345929897,0.8724353115328629,0.0016268775855787915,659.9,6.607235091591304,13.337966054292206,0.12405392932896957,0.6136078037615122,0.002627119819337674,0.004826913266161167,2.5267980561881075e-05,42.47682472527344,0.23618810706299373,3760.0,17.76388345929897,227730.1,1219.9427536660162,70.066077541597,0.14142093351882445,45.07895815748222,0.29421023843386135
0.3,stratified,GAT,0.5321548821548822,0.009270305963538377,0.3091846081494327,0.014635560650947706,328951.0,0.0,8779.0,0.0,0.824950108763175,0.00014538104645734728,145.6,0.699205898780101,60.29658918543013,0.2914205405213669,0.6191002081943068,0.0,0.008537300753774277,0.0,74.9404260166306,0.0,3782.0,0.0,85699.0,0.0,69.89093225061698,0.0,79.33220788616906,0.0
0.3,stratified,GCN,0.540909090909091,0.007361778315873232,0.3244859380840205,0.00842821710729909,328951.0,0.0,8779.0,0.0,0.824950108763175,0.00014538104645734728,145.6,0.699205898780101,60.29658918543013,0.2914205405213669,0.6191002081943068,0.0,0.008537300753774277,0.0,74.9404260166306,0.0,3782.0,0.0,85699.0,0.0,69.89093225061698,0.0,79.33220788616906,0.0
0.3,stratified,GraphSAGE,0.518013468013468,0.007100484214539454,0.29650188990559795,0.0069085830810944006,328951.0,0.0,8779.0,0.0,0.824950108763175,0.00014538104645734728,145.6,0.699205898780101,60.29658918543013,0.2914205405213669,0.6191002081943068,0.0,0.008537300753774277,0.0,74.9404260166306,0.0,3782.0,0.0,85699.0,0.0,69.89093225061698,0.0,79.33220788616906,0.0
0.4,blackhole,GAT,0.37828282828282833,0.022108137132125245,0.07269680340603027,0.029513530873575652,138601.4,1298.7185307918812,7370.0,12.534397117975445,0.8795554887062602,0.002081990404012115,609.7,12.944754407352294,12.092754434721229,0.2536944745310147,0.6109390592164938,0.004634886484310924,0.005104169164711076,5.097079445034094e-05,37.612422129502754,0.35846141816019716,5191.0,12.534397117975445,276048.6,1298.7185307918812,58.67367247830585,0.09978821047667695,33.426118413119504,0.31320837592954887
0.4,blackhole,GCN,0.3739057239057239,0.010021196081654863,0.07511682186714218,0.014211946730796399,138601.4,1298.7185307918812,7370.0,12.534397117975445,0.8795554887062602,0.002081990404012115,609.7,12.944754407352294,12.092754434721229,0.2536944745310147,0.6109390592164938,0.004634886484310924,0.005104169164711076,5.097079445034094e-05,37.612422129502754,0.35846141816019716,5191.0,12.534397117975445,276048.6,1298.7185307918812,58.67367247830585,0.09978821047667695,33.426118413119504,0.31320837592954887
0.4,blackhole,GraphSAGE,0.42558922558922563,0.016163174884305,0.1536722304918836,0.022896678285235443,138601.4,1298.7185307918812,7370.0,12.534397117975445,0.8795554887062602,0.002081990404012115,609.7,12.944754407352294,12.092754434721229,0.2536944745310147,0.6109390592164938,0.004634886484310924,0.005104169164711076,5.097079445034094e-05,37.612422129502754,0.35846141816019716,5191.0,12.534397117975445,276048.6,1298.7185307918812,58.67367247830585,0.09978821047667695,33.426118413119504,0.31320837592954887
0.4,stratified,GAT,0.3777777777777778,0.0116149416233403,0.0408297480815254,0.013840519116723392,301444.0,0.0,7535.0,0.0,0.8191225289530302,0.00020662425392601135,102.5,0.7071067811865476,73.51532366120459,0.5039009681331336,0.5851402457666286,1.1702778228589004e-16,0.010620079483954976,0.0,80.01167883211679,0.0,5026.0,0.0,113206.0,0.0,59.987262160655995,0.0,72.69842035451586,0.0
