refcode,linker SMILES,metal,Largest Cavity Diameter,Pore Limiting Diameter,Largest Free Sphere,Community ID,Gravity,Degree Centrality,Betweenness Centrality,Edge Weight Sum
FETBIQ,OC(=O)CCP(=O)(O)O,Fe,2.90142,2.03039,2.90142,234,0.0,0.8333333333333333,0.0,8.49770842136234
FEVDIV,OC(=O)c1cc(cc(c1)c1ccncc1)c1ccncc1,Ni,4.12071,2.53635,4.10781,12,0.594440257912415,0.40104166666666663,0.012165745337548021,66.69279803038081
FEVFUJ,c1ccc(cc1)c1[nH]nc(c1c1c([nH]nc1c1ccccc1)c1ccccc1)c1ccccc1,Cu,10.99822,10.17688,10.99822,369,0.2952752009450137,1.0,0.0,1.9957721318820092
FEXCAO01,OC(=O)c1ccc(cc1)c1cncc(c1)C(=O)O,Co,2.14735,1.07907,2.04493,0,0.33113935258420796,0.22067039106145253,0.001592233429649308,132.87078288146114
FEYDET,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,In,5.39172,4.60807,5.30539,51,0.7348815214974698,0.7323232323232324,0.011195685015253474,126.15845140706634
FEYZUF01,OC(=O)CCCCC(=O)O,Eu,5.13093,3.19685,5.13093,150,0.5998594310835722,0.7333333333333333,0.0,9.614273170752588
FEZTEL,OC(=O)c1ccc(s1)C(=O)O,Ca,1.34457,0.81365,1.15382,404,0.22940102984603072,1.0,0.0,5.99306671135112
FEZTIP,OC(=O)c1ccc(s1)C(=O)O,Ca,2.71831,1.33255,2.66275,404,0.2447081383755858,1.0,0.0,5.993603056585954
FEZTIP01,OC(=O)c1ccc(s1)C(=O)O,Ca,2.73575,1.50563,2.73029,404,0.3164244907265659,1.0,0.0,5.996115923321614
FIBHOQ,Nc1nnn[nH]1,Zn,1.92474,1.08263,1.65793,204,0.3333333333333333,1.0,0.0,5.978277605292296
FIBHUW,Nc1nnn[nH]1,Cd,5.89637,2.30098,5.82234,237,0.22289759612921975,1.0,0.0,7.976301545074499
FIBJAE,Nc1nnn[nH]1,Cd,2.0048,0.88414,1.97879,237,0.28832436025199587,1.0,0.0,7.982221684030684
FIFPES,n1ncn(c1)n1cnnc1,Zn,5.17939,2.96813,5.17939,405,0.0,1.0,0.0,0.998793552878546
FIFQIX,n1ncn(c1)n1cnnc1,Zn,5.34563,2.23034,5.34519,405,0.0,1.0,0.0,0.998793552878546
FIGXEY,OC=O,Dy,1.37958,0.87522,1.37958,381,0.3182168975975704,1.0,0.0,6.999193220936435
FIJBUV,O=C1C(=O)C(=O)C1=O,Ag,1.26029,0.51661,0.85507,406,0.2192800843859383,1.0,0.0,1.990758963609647
FIJBUV01,O=C1C(=O)C(=O)C1=O,Ag,1.05825,0.54213,1.05692,406,0.3333333333333333,1.0,0.0,1.9942770430841394
FIJCUX,OC(=O)c1ccc(cc1)C(=O)O,Zn,7.04925,5.83382,7.03874,5,0.6802232801859316,0.4838940586972083,0.0035843641223889263,593.2953000604987
FIJCUX01,OC(=O)c1ccc(cc1)C(=O)O,Zn,7.33828,6.14225,7.33828,5,0.6801823268539174,0.4838940586972083,0.0035843641223889263,593.2215344584821
FIJDAE,OC(=O)c1ccc(cc1)C(=O)O,Pb,4.47586,2.04847,4.45142,6,0.7070134965461407,0.5732484076433121,0.03283538018093276,79.1103736188612
FIJFAG,OC(=O)[C@]12C[C@]3(C[C@@](C2)(C[C@@](C1)(C3)C(=O)O)C(=O)O)C(=O)O,Zn,1.91206,1.08325,1.90758,407,0.3333333333333333,1.0,0.0,2.9934616964140512
FIKQIB,O=P(c1ccccc1)(c1ccccc1)CCP(=O)(c1ccccc1)c1ccccc1,Pb,2.31893,1.41514,2.2318,408,0.0,1.0,0.0,0.9955387112531352
FIKQOH,O=P(c1ccccc1)(c1ccccc1)CCP(=O)(c1ccccc1)c1ccccc1,Pb,4.12414,1.34337,4.12414,408,0.0,1.0,0.0,0.9955387112531352
FILYEG,OC(=O)c1cccc(c1)C(=O)O,Co,7.2205,4.0991,6.71969,0,0.46313588133290234,0.29329608938547486,0.006755905035918363,176.13591796944857
FIPWOS,NCCC(=O)N[C@H](C(=O)O)Cc1[nH]cnc1,Zn,5.23532,3.80427,5.21832,409,0.8307642335969353,0.1875,0.0,2.600911024500253
FIPXEJ,NCCC(=O)N[C@H](C(=O)O)Cc1[nH]cnc1,Zn,4.44004,3.7039,4.43132,409,0.5624470831975966,0.1875,0.0,2.6022756209698015
FIQZIP,OC(=O)CCC(=O)O,Tb,2.87699,1.57643,2.86664,138,1.0,1.0,0.18571428571428567,7.00220929429352
FIQZIP01,OC(=O)CCC(=O)O,Tb,2.89293,1.57169,2.89293,138,0.9999850133171995,1.0,0.18571428571428567,7.00201250289711
FIQZOV01,OC(=O)CCC(=O)O,Gd,1.7971,1.29917,1.7971,49,0.9106114440388889,0.9230769230769231,0.051648351648351645,10.689788440979907
FIRGIW,OC(=O)C[C@@H](C(=O)O)N,Zn,1.82343,1.0798,1.72845,197,0.9790733563363098,0.8888888888888888,0.20833333333333331,6.80980142609863
FIRZAJ,O[C@H]([C@H](C(=O)O)O)C(=O)O,Mn,3.24021,1.09636,3.24021,410,0.33312418755086765,1.0,0.0,3.9078647822455332
FISQEG,OC(=O)c1ccc(cc1)c1cc(cc(c1)C(=O)O)C(=O)O,Co,4.25231,2.38244,4.23537,0,0.44903793972782197,0.2918994413407821,0.0034564916525331945,178.8035376169463
FITCUJ,NCC(=O)NCC(=O)N[C@H](C(=O)O)Cc1c[nH]cn1,Zn,6.29423,5.35293,6.2902,409,0.8307692307692308,0.75,0.0,11.08062726417792
FITDAQ,NCC(=O)NCC(=O)N[C@H](C(=O)O)Cc1c[nH]cn1,Zn,5.95909,5.05131,5.95909,409,0.8307282304997612,0.75,0.0,11.08064996361687
FITDEU,NCC(=O)NCC(=O)N[C@H](C(=O)O)Cc1c[nH]cn1,Zn,5.84196,4.91946,5.83966,409,0.5624475739057663,0.75,0.0,11.080675323269727
FITDUK,NCC(=O)NCC(=O)N[C@H](C(=O)O)Cc1c[nH]cn1,Zn,5.99419,4.99901,5.99419,409,0.0,0.75,0.0,11.080660960832574
FITFEW,NCC(=O)NCC(=O)N[C@H](C(=O)O)C[C@@H]1C=NC=N1,Zn,5.08877,4.02347,5.07084,409,0.5624459319150148,0.875,0.053333333333333344,12.355976221768984
FITFIA,NCC(=O)NCC(=O)N[C@H](C(=O)O)C[C@@H]1C=NC=N1,Zn,4.99762,4.63078,4.99762,409,0.640940723415517,0.875,0.053333333333333344,12.35405285682212
FITFIA01,NCC(=O)NCC(=O)N[C@H](C(=O)O)C[C@@H]1C=NC=N1,Zn,4.96307,4.61826,4.96307,409,0.8306517893797256,0.875,0.053333333333333344,12.353738882245313
FITGAT,NCC(=O)NCC(=O)N[C@H](C(=O)O)C[C@@H]1C=NC=N1,Zn,5.25251,4.29306,5.0832,409,0.5624467074658506,0.875,0.053333333333333344,12.35702998906392
FITGUL,[O-][n+]1ccc(cc1)c1cc[n+](cc1)[O-],Sc,3.21069,2.16654,3.21069,411,0.3333333333333333,1.0,0.0,1.997859507014308
FITHEW,[O-][n+]1ccc(cc1)c1cc[n+](cc1)[O-],Sc,4.16352,2.34393,4.16352,411,0.09986246475159533,1.0,0.0,1.9954404039566085
FITHIA,[O-][n+]1ccc(cc1)c1cc[n+](cc1)[O-],Sc,4.35737,3.84524,4.35737,411,0.0,1.0,0.0,1.9944056813152038
FITMAW,OC(=O)CN(NC(=O)N)CC(=O)O,Pb,2.11406,1.16819,2.09239,412,0.0,1.0,0.0,0.9000069847445482
FITZOX,O1CCOCC1,Na,4.78203,1.70041,4.78203,413,0.0,1.0,0.0,1.9995187242532375
FIVJAW,c1ccncn1,Cu,1.62998,0.95329,1.62998,414,0.0,1.0,0.0,0.9988156381644652
FIVNAZ,OC(=O)C(=O)O,Ho,3.4833,2.92929,3.4833,186,0.31794905532304557,1.0,0.0,2.993333520116325
FIWJIG,CC(C[C@@H](C(=O)O)NCc1ccc(cc1)CN[C@H](C(=O)O)CC(C)C)C,Cu,6.45458,3.10601,6.44878,415,0.3320503043253211,1.0,0.0,1.9984254044268892
FIXMEH,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Cd,5.14173,4.05992,5.07623,16,0.6128795239382763,0.33843017329255864,0.008423073465741527,283.4034655271873
FIXVEQ,OC(=O)c1ccc(o1)C(=O)O,Ce,4.76026,3.66114,4.73689,416,0.0,1.0,0.0,0.999534541197589
FIXVIU,OC(=O)c1ccc(o1)C(=O)O,Nd,5.57759,4.31726,5.56118,417,0.3333333333333333,1.0,0.0,1.8497544397861638
FIXYET,OC(=O)c1ccc(o1)C(=O)O,Pr,4.67546,3.50826,4.66226,418,0.0,1.0,0.0,1.8520910105592214
FIXYIX,OC(=O)c1ccc(o1)C(=O)O,Eu,4.66438,3.68176,4.65726,419,0.32698070658413353,1.0,0.0,2.8570799812553602
FIYSAK,OC(=O)[C@@H]1CNC[C@@H](C1)C(=O)O,Al,6.67326,3.66252,6.66751,420,0.0,0.875,0.0,5.667839737688439
FIZQAI,OC(=O)c1cc(cc(c1)C(=O)O)c1cc(c2cc(cc(c2)C(=O)O)C(=O)O)c2c3c1ccc1c3c(cc2)c(cc1c1cc(cc(c1)C(=O)O)C(=O)O)c1cc(cc(c1)C(=O)O)C(=O)O,Cu,8.04465,5.00974,8.03826,3,0.6760153436730216,0.12742616033755275,8.584886152587226e-05,127.21594327778786
FIZVIV,OC(=O)c1ccc(c2c1cccc2)C(=O)O,Er,4.33231,1.58191,4.21682,10,0.8529889383917756,0.1348314606741573,0.03281409601634319,10.057710897631772
FOBYAX,OS(c1cccc2c1cccc2S(O)(O)O)(O)O,Ba,1.81553,1.05565,1.76143,421,0.0,1.0,0.0,0.999281284261418
FOCVUQ,N#C[C@@H](N(=O)=O)C(=O)N,Ag,1.23843,0.64618,1.21714,32,0.0,1.0,0.0,0.8081490469677951
FODGUB,OC(=O)c1ccnc(c1)C(=O)O,Cd,2.0022,0.99857,1.9823,16,0.6089580042120186,0.10295616717635067,0.0034638650575832155,83.3373162779894
FODNIX,OC(=O)c1cc(cc(c1)Oc1ccc(cc1)C(=O)O)Oc1ccc(cc1)C(=O)O,Ba,2.55995,1.58956,2.48654,70,0.3797043003524883,0.23595505617977527,0.025726193138227046,17.452026827485536
FOHCAH,OC(=O)COc1ccc(cc1)OCC(=O)O,Mg,2.13298,1.19736,2.11393,422,0.0,1.0,0.0,0.8052517067470496
FOKYIP,OC(=O)c1ccc(cc1)c1cc(cc(c1)C(=O)O)C(=O)O,Nd,3.68722,2.75757,3.68722,28,0.5119168772244463,0.3488372093023256,0.01891078949716846,38.126677008508274
FOPWEO,OC(=O)c1nccnc1NCNc1nccnc1C(=O)O,Pb,4.64744,3.64784,4.539,423,0.006759762411266505,0.25,0.0,0.852986390700692
FOQSUA,n1ncn(c1)CCn1cnnc1,Cu,4.81387,4.06493,4.81387,246,0.20093879941233958,0.2631578947368421,0.0935672514619883,4.275548228462046
FORWUF,OC(=O)[C@@H]1CC[C@H](CC1)C(=O)O,Fe,2.36156,1.43782,2.35213,424,0.11876750618588024,1.0,0.0,1.999966999471122
FORWUF01,OC(=O)[C@@H]1CC[C@H](CC1)C(=O)O,Fe,2.38829,1.47428,2.37587,424,0.3333333333333333,1.0,0.0,1.9999837256486952
FORWUF02,OC(=O)[C@@H]1CC[C@H](CC1)C(=O)O,Fe,2.43586,1.53926,2.40926,424,0.0,1.0,0.0,1.9999577411170548
FOSRIP,Nc1ccc(cc1)NNc1ccc(cc1)S(O)(O)O,Ag,2.08586,1.36471,1.85187,108,0.9878961521512064,0.8333333333333333,0.3333333333333333,4.593434967789699
FOTPEJ,Fc1ccc(cc1)S,Cd,2.91448,1.63162,2.91448,425,1.0,0.75,0.6666666666666666,2.5859585981893773
FOVPAJ,O=C(c1cc(cc(c1)C(=O)NCCc1ccccn1)C(=O)NCCc1ccccn1)NCCc1ccccn1,Ag,2.91599,1.40004,2.02432,426,0.0,1.0,0.0,0.9970047369468734
FOVPEN,O=C(c1cc(cc(c1)C(=O)NCCc1ccccn1)C(=O)NCCc1ccccn1)NCCc1ccccn1,Ag,6.90856,3.45436,6.69822,426,0.0,1.0,0.0,0.9970047369468734
FOXPUE,c1ncn(c1)Cc1cc(cc(c1)Cn1cncc1)Cn1cncc1,Cu,4.12175,2.70907,4.12175,246,0.49315861580295045,0.3684210526315789,0.009746588693957114,5.943851317931683
FUCTAY,c1ccc2c(c1)nccn2,Cu,4.32828,1.20948,4.10481,427,0.0,1.0,0.0,0.8626206610587335
FUDGIW,OC(=O)c1cc(Oc2cc(cc(c2)C(=O)O)C(=O)O)cc(c1)C(=O)O,Zn,2.76586,2.15495,2.76586,5,0.33974147650412184,0.25125268432355047,0.0009816424354130067,294.5065416176267
FULQOT,OC(=O)c1ccc(s1)C(=O)O,Gd,2.85679,1.23597,2.85679,398,0.30048573030885944,1.0,0.0,3.992688605137639
FUMJAA,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Cd,6.17852,5.2041,6.17852,16,0.6051463018003266,0.3343527013251784,0.00825464052237518,280.00880124375186
FUQCIF,OC(=O)/C=C/C(=O)O,Eu,2.72486,1.13401,2.7164,270,0.3333333333333333,1.0,0.0,4.982911235249907
FUQREQ,OC(=O)/C=C/C(=O)O,Nd,2.70474,1.16742,2.70474,428,0.0,1.0,0.0,2.9970738711149014
FUQRIU,OC(=O)/C=C/C(=O)O,Sm,2.72383,1.14206,2.72383,429,0.3333333333333333,1.0,0.0,3.9879477742613836
FUTCAZ,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Mn,2.97877,1.61665,2.97877,2,0.6697951303770445,0.4836065573770492,0.010074371324520145,202.14804141128346
FUTYEA,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Zn,5.60643,4.51803,5.59058,5,0.6177004919073863,0.44022906227630637,0.003681812855866475,533.1296253613857
FUTYOK,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Zn,6.0154,4.82285,5.99433,5,0.6177159199781705,0.44022906227630637,0.003681812855866475,533.157414575923
FUTZEB,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Zn,5.24587,4.08263,5.23555,5,0.6187985799525885,0.4409448818897638,0.003692064773254432,534.1146694674503
FUTZOL,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Zn,9.30232,6.36524,9.25977,5,0.6189937654567262,0.4409448818897638,0.003689495504944047,534.4950756674987
FUVBAB,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Zn,5.41797,4.41204,5.39267,5,0.61551808104256,0.4387974230493915,0.00363648333190982,531.4629593830856
FUWXOL,[nH]1nnc(n1)C1=NC=N[C@@H]1c1[nH]nnn1,Zn,4.7749,4.42015,4.75646,430,0.0,1.0,0.0,0.9991555388874992
FUXCOS,N#Cc1ccc(s1)c1ccc(s1)c1ccc(s1)C#N,Ag,4.8198,4.16045,4.8198,431,0.0,1.0,0.0,1.96860517117239
FUYCOT,OC(=O)c1ccc(cc1)C(=O)O,Zn,13.28546,7.41782,13.12394,5,0.6882952396308281,0.490336435218325,0.0034944356584087964,600.9438562152942
FUYCUZ,OC(=O)c1ccc(cc1)C(=O)O,Zn,13.67231,7.72755,13.67231,5,0.688304316481522,0.490336435218325,0.0034944356584087964,600.9602055408053
GACTIQ,OS(c1ccc(cc1)c1ccc(cc1)c1ccc(cc1)S(O)(O)O)(O)O,Na,1.7389,1.08466,1.7389,432,0.3333333333333333,1.0,0.0,1.78580622127827
GACTOW,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Mn,6.83062,4.44186,6.72017,2,0.6757345353858467,0.48565573770491804,0.010547598111950895,202.89799943726428
GACVIS,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Ni,7.02111,4.80739,7.02111,12,0.6562060114103766,0.4375,0.01615574176569613,72.64943025631166
GAFORM11,OC=O,Gd,0.84889,0.57004,0.84598,433,0.3333333333333333,1.0,0.0,1.99997497949789
GAFRAI,OC(=O)COCC(=O)O,Pb,2.80229,1.051,2.04584,434,0.0,1.0,0.0,0.9999981269253088
GAFRAI01,OC(=O)COCC(=O)O,Pb,2.79494,1.04605,2.05674,434,0.0,1.0,0.0,0.9999981269253088
GAFREN,OC(=O)c1ccc(cc1)C(=O)O,Pb,2.3248,1.22818,2.30803,6,0.7072499336094448,0.5732484076433121,0.03283538018093276,79.16596418368835
GAFXIV,OC(=O)CCC(=O)O,Y,2.90622,1.59383,2.90622,435,0.0,1.0,0.0,0.999354025681001
GAGQAI,n1nnc([nH]1)c1cc(cc(c1)c1n[nH]nn1)c1nnn[nH]1,Fe,15.22387,2.92894,15.22387,436,0.3201912697658207,1.0,0.0,5.790318637904679
GAGSIT,OC(=O)c1ccc(s1)C(=O)O,In,6.28189,5.81097,6.28189,285,0.3333333333333333,1.0,0.0,7.9907020028722435
GAGSUF,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Th,11.05647,10.1829,11.05647,437,0.5334907366742153,0.6666666666666666,0.0068990559186637625,10.670571526179042
GAGTOA,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Th,4.25739,0.78128,4.13561,437,0.6792605342006733,0.5555555555555556,0.0014524328249818446,9.009434024066097
GAHKIJ02,N#CNc1cc(C)c(cc1C)NC#N,Cu,2.26028,2.14611,2.26028,390,0.0,1.0,0.0,10.500893899380074
GAHKIJ10,N#C/N=C(/C(=C)C)\C=C,Cu,2.11179,2.01924,2.11179,438,0.0,1.0,0.0,3.523778213417866
GAJVEU,OC(=O)c1ccc(cc1)C(=O)O,Zn,6.9598,4.80479,6.75031,5,0.6888498733949078,0.490336435218325,0.003563075547588428,601.1724971955267
GAJZAU,OC(=O)C1CCN(CC1)CP(=O)(O)O,Pr,4.24014,3.31542,4.20057,102,0.0,1.0,0.0,2.624195717135361
GAJZEY,OC(=O)C1CCN(CC1)CP(=O)(O)O,Nd,4.26966,3.31829,4.26094,255,0.2563816882306195,1.0,0.6000000000000001,4.25032267418495
GAJZIC,OC(=O)C1CCN(CC1)CP(=O)(O)O,Sm,4.25016,3.28487,4.21872,439,0.0,1.0,0.0,1.6277445180283598
GAJZOI,OC(=O)C1CCN(CC1)CP(=O)(O)O,Gd,4.31854,3.31177,4.31854,162,0.3333333333333333,1.0,0.0,1.874914812814715
GAKBAX,OC(=O)C1CCN(CC1)CP(=O)(O)O,Eu,4.35618,3.26015,4.2664,159,0.3326577242558552,1.0,0.0,1.8129160348074713
GAKSOB,OS(c1cccc2c1cccc2S(O)(O)O)(O)O,Ag,1.39836,0.73047,1.39836,440,0.0,1.0,0.0,0.8186881484589182
GALLEM,OC(=O)c1[nH]c(nc1C(=O)O)c1ccncc1,Cd,2.60746,1.65039,2.60746,16,0.4817914878681284,0.0163098878695209,0.013909217843476207,13.287344811647838
GAMFAE,O=c1c2ccc3c4c2c(c(=O)n1c1c(C)n[nH]c1C)ccc4c(=O)n(c3=O)c1c(C)n[nH]c1C,Cu,7.56967,4.20884,7.56967,441,0.3119719830400906,1.0,0.0,2.996882784531542
GAMFEI,O=c1c2ccc3c4c2c(c(=O)n1c1c(C)n[nH]c1C)ccc4c(=O)n(c3=O)c1c(C)n[nH]c1C,Cu,7.53059,4.20216,7.34521,441,0.3333333333333333,1.0,0.0,2.9972876739898506
GAMKUD,O=c1c2ccc3c4c2c(c(=O)n1c1c(C)n[nH]c1C)ccc4c(=O)n(c3=O)c1c(C)n[nH]c1C,Cu,8.02672,4.38382,8.02672,441,0.3013975897705829,1.0,0.0,2.9966823543010532
GAMTEU,OC(=O)Cc1cc(CC(=O)O)cc(c1)CC(=O)O,Ce,4.52625,2.67576,4.43638,442,0.3333333333333333,1.0,0.0,1.9128014238069722
GAMTUK,OC(=O)Cc1cc(CC(=O)O)cc(c1)CC(=O)O,Ce,3.56557,2.58072,3.56557,442,0.324191811798426,1.0,0.0,1.910381504495048
GANBAZ02,N#CNC#N,Mn,6.27736,5.01985,5.98583,118,0.30868099852085606,1.0,0.0,14.972415359334564
GANBED01,N#CNC#N,Ni,6.24166,4.78195,5.92884,135,0.27974079106498567,1.0,0.0,7.989633529947114
GANBED03,N#CNC#N,Ni,6.40697,4.7986,6.09574,135,0.29524255455409804,1.0,0.0,7.990895744783138
GANBED04,N#CNC#N,Ni,6.24695,3.37741,6.24695,135,0.24240958694457504,1.0,0.0,7.986593875799344
GANBED05,N#CNC#N,Ni,5.57568,3.69753,5.57568,135,0.33331169736233807,1.0,0.0,7.9939530925836095
GANBED06,N#CNC#N,Ni,6.23828,5.06487,6.06171,135,0.24337859711736579,1.0,0.0,7.986672776436501
GANBIH,N#CNC#N,Mn,7.16836,5.59489,7.16836,118,0.3204577142522093,1.0,0.0,14.978383329574898
GANBON,N#CNC#N,Ni,7.03496,5.43184,7.03496,135,0.29444855733457115,1.0,0.0,7.990831094392172
GANGEJ01,[C]C(=C(C(=O)O)[C])[C],Eu,2.69031,1.04843,2.6888,131,0.0,0.1,0.0,0.9092655134866098
GANGEJ02,[C]/C(=C(/C(=O)O)\[C])/C(=O)O,Eu,2.69084,1.01556,2.1391,131,0.9759587631161747,1.0,0.2,8.237847330763302
GAPNOD,OC(=O)c1cc(ccc1C(=O)O)c1ccc(c(c1)C(=O)O)C(=O)O,U,2.78488,1.51573,2.77418,136,0.7506249601486156,0.136986301369863,0.0,8.719992768350432
GAPQEU,OC(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)O,Ho,3.12348,1.41888,2.8768,29,0.4882449187175942,0.4,0.027053640386973714,15.287188383034533
GAQYIH,C1N2CN3CN1CN(C2)C3,Cd,16.8907,8.08624,16.8907,443,0.0,1.0,0.0,0.999985575622294
GARZIL,OC(=O)C(CC(=O)O)(CC(=O)O)O,Cs,1.83714,0.71402,1.61892,113,0.0,1.0,0.0,0.999540971256372
GATBUZ,OC(=O)c1ccc(cc1)C(=O)O,Zn,7.15984,5.12381,7.15984,5,0.6868540278812202,0.4889047959914101,0.0035453245874187554,599.5323501112182
GATHAL,OC(=O)c1ccc(cc1)C(=O)O,Sc,3.98211,3.00881,3.84415,14,0.9210723900711196,0.9787234042553191,0.0002422800757675873,45.149216420840204
GAWMOI,O[C@H]([C@H](C(=O)O)O)[C@H]([C@@H](C(=O)O)O)O,Tb,3.94752,2.62342,3.92757,444,0.0,1.0,0.0,0.9105365712222088
GAYFUJ,n1[nH]cc(c1)c1c[nH]nc1,Cd,5.68191,5.17929,5.68191,311,0.3333333333333333,1.0,0.0,1.6408046145306698
GAZBUH,OC(=O)c1ccc(cc1)C(=O)O,Zn,14.30935,7.85842,14.28679,5,0.6870907673285043,0.4896206156048675,0.003457808649083696,600.0632092807288
GEDPEN,OC(=O)c1ccc(cc1)C#Cc1c(F)c(F)c(c(c1F)F)C#Cc1ccc(cc1)C(=O)O,Hf,18.87515,12.76245,18.87515,292,0.1747524024258126,0.3333333333333333,0.0012077294685990338,7.121238668655526
GEDPIR,OC(=O)c1ccc(cc1)C#Cc1c2ccccc2c(c2c1cccc2)C#Cc1ccc(cc1)C(=O)O,Hf,17.81799,9.1742,17.81799,292,0.13818790973163655,0.29166666666666663,0.0,6.169965583071527
GEDRUE,OC(=O)c1ccc(cc1)/C=N/c1cc(cc(c1)C(=O)O)C(=O)O,Nd,4.89304,3.85011,4.89304,28,0.4967840206417256,0.10077519379844961,1.400089605734767e-05,11.433094879248268
GEHQAL,N#CCCCCCCCCC#N,Ag,5.0541,1.8925,5.0541,445,0.6359068348712492,0.9285714285714285,0.0,12.516312037599432
GEHQOZ,N#CCCCCCCCCC#N,Ag,4.92505,1.90379,4.92445,445,0.9968346989251228,0.9285714285714285,0.0,12.518692809194006
GEJJEL02,OC(=O)CCC(=O)O,Nd,1.89723,1.31016,1.89723,56,0.6687398646422608,0.9629629629629629,0.006112949753300631,23.386464250399783
GEKJAK,OC(=O)Cc1ccccc1CC(=O)O,Gd,3.56798,1.57405,2.03985,177,0.0,1.0,0.0,3.305407901900165
GEKQUI,O=N(=O)C1=C[C@@H](C(=O)C=C1)N(=O)=O,K,1.96166,0.9204,1.95613,446,0.2656464701291649,1.0,0.0,1.999799524964101
GEKQUI01,O=N(=O)C1=C[C@@H](C(=O)C=C1)N(=O)=O,K,1.98921,0.97143,1.98838,446,0.3333333333333333,1.0,0.0,1.9998330820465924
GEKQUI02,O=N(=O)C1=C[C@@H](C(=O)C=C1)N(=O)=O,K,1.98405,0.96148,1.84688,446,0.0,1.0,0.0,1.9996678255457847
GELDUZ,OC(=O)[C@@H](P(=O)(O)O)O,Zn,4.93641,4.56441,4.91695,447,0.2181254912430101,1.0,0.0,2.996133006177411
GELPES,N#Cc1ccccc1,Cu,2.06613,1.13605,1.96596,448,0.0,1.0,0.0,1.645228620743241
GENGEL,OC(=O)CCCC(=O)O,K,2.0293,1.08051,2.00715,449,0.0,1.0,0.0,1.8699404984111752
GERBEN,OC(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)O)c1cc(cc(c1)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,Zr,11.20157,7.44779,11.20157,18,0.6019540865733167,0.8202247191011236,0.004152980024282705,128.18191744014493
GESNOI,OP(=O)(CN1CCN(CC1)CP(=O)(O)O)O,Nd,5.44926,3.48818,5.37421,255,0.2560416917417851,0.6000000000000001,0.0,2.87085516467043
GETTIJ,OC(=O)CN(CC(=O)O)CCN(CC(=O)O)CC(=O)O,Ca,2.68877,1.39488,2.67634,450,0.08921750410925533,1.0,0.0,3.445093400131719
GEVKID,OC(=O)[C@@H]1CC[C@H](CC1)C(=O)O,Cd,2.75441,1.32477,2.49303,264,1.0,0.7777777777777777,0.5555555555555556,5.900890497477179
GEVVUB,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Cr,11.33381,5.45023,11.31038,451,0.3025909337916257,0.9375,0.0,13.094413938751739
GEVWAI,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Cr,12.82241,6.859,12.82241,451,0.9977771156884291,0.9375,0.0,13.110482982081685
GEVZUE,CCCC1=N[C@H](C(=N1)C(=O)O)C(=O)O,Mn,2.75958,1.41876,2.74908,273,0.003990327527264155,0.2,0.0,0.8361541940433577
GEWWIQ,NCCCN1CCN(CC1)CCCN,Cd,2.21368,1.17996,2.21212,452,0.0,1.0,0.0,0.893522045947457
GEWWOW,NCCN1CCN(CC1)CCN,Cd,1.79041,1.10837,1.79041,452,0.0,1.0,0.0,0.893522045947457
GIDKOU,OC(=O)C1=NC=N[C@@H]1C(=O)O,Zn,2.38703,1.24966,2.34567,453,0.0,1.0,0.0,0.9949220315451144
GIFFAE,OC(=O)c1[nH]nnc1C(=O)O,Sm,3.82458,2.39001,3.82458,454,0.0,1.0,0.0,0.999966013647134
GIFFEI,OC(=O)c1[nH]nnc1C(=O)O,Eu,3.80373,2.37194,3.80373,455,0.0,1.0,0.0,0.9999999012185498
GIGBAB,CN1CCNCC1,Cu,2.38365,1.20944,2.10372,456,0.0,1.0,0.0,1.6857947269396525
GIGBEF,CN1CCN(CC1)C,Cu,2.52858,1.28594,2.51871,456,0.3327747730668307,1.0,0.0,1.8427060126358483
GIGBOP,CN1CCN(CC1)C,Cu,2.45736,1.25024,2.34205,456,0.3333333333333333,1.0,0.0,1.8429693871962094
GIJMOB,O=C1NS(=O)(=O)c2c1c(O)ccc2,Na,1.76378,0.87401,1.76264,457,0.0,1.0,0.0,0.9999570926869472
GIJMOB01,O=C1NS(=O)(=O)c2c1c(O)ccc2,Na,1.91265,0.89223,1.91196,457,0.0,1.0,0.0,0.9999570926869472
GIKBEK,OC(=O)/C=C/c1c2ccccc2c(c2c1cccc2)/C=C/C(=O)O,Ba,2.26623,1.26699,2.19045,458,0.0,1.0,0.0,0.9981046037334348
