refcode,linker SMILES,metal,Largest Cavity Diameter,Pore Limiting Diameter,Largest Free Sphere,Community ID,Gravity,Degree Centrality,Betweenness Centrality,Edge Weight Sum
GUTYIE,OC(=O)c1cc(C(=O)O)c(cc1C(=O)O)C(=O)O,Zn,5.64798,4.19769,5.6378,5,0.16813257311126587,0.11954187544738726,0.0012905686617027822,143.44757820356335
GUTZEB,OC(=O)c1ccc2c(c1)ccc(c2)C(=O)O,Pb,1.72794,0.81299,1.72794,6,0.3256558086372095,0.28662420382165604,0.001606252181710614,38.15546609498033
GUVBOQ,OC(=O)c1ccc(cc1O)c1cc(cc(c1)c1ccc(c(c1)O)C(=O)O)c1ccc(c(c1)O)C(=O)O,Zn,8.83128,6.55771,8.81359,5,0.0819313708338504,0.05941302791696492,0.0006615313776768991,68.97472188488581
GUVZII,OC(=O)[C@@H]1CC(=O)[C@H](CC1=O)C(=O)O,Fe,7.87751,7.30437,7.87751,189,0.1615139862212042,1.0,0.0,1.9999985598000236
GUWDUY,n1ccc(cc1)c1ccncc1,La,6.18049,4.11372,6.17321,165,0.0,1.0,0.0,0.99969544270848
GUWHEM,c1ccc(nc1)c1ncn[nH]1,Cu,2.56606,1.47292,2.56606,480,0.0,1.0,0.0,0.9999995345615484
GUWHEM01,c1ccc(nc1)c1ncn[nH]1,Cu,2.6099,1.50639,2.6099,480,0.0,1.0,0.0,0.9999995345615484
GUXLIU,OP(=O)(CCP(=O)(O)O)O,Al,3.30137,1.48756,3.20752,220,0.8192455429589497,0.8888888888888888,0.10185185185185186,7.1876954329586935
GUXQAR,OC(=O)c1cc(C(=O)O)c(cc1C(=O)O)C(=O)O,V,3.675,2.97127,3.675,392,0.33057183503671084,1.0,0.0,2.852116545189154
GUXQEV,OC(=O)c1cc(C(=O)O)c(cc1C(=O)O)C(=O)O,V,2.4941,0.97154,2.49071,392,0.3141821857014661,1.0,0.0,2.838110190246566
GUXSEY,OC(=O)c1ccc(cn1)C(=O)O,Eu,6.24254,3.72061,6.24254,8,0.16594947481641584,0.145748987854251,0.0023201082000387117,30.834249495986636
GUXSIC,OC(=O)c1ccc(cn1)C(=O)O,Er,6.13867,3.70141,6.13867,10,0.8216472599611458,0.3033707865168539,0.017582233032811357,23.524555347327762
GUXTEZ,OC(=O)[C@@H]1C[C@H](C(=O)O)[C@@H](C[C@@H]1C(=O)O)C(=O)O,Mn,2.28001,1.47312,2.27025,263,0.3333333333333333,1.0,0.0,1.8319514827450634
GUXTID,OC(=O)[C@@H]1C[C@H](C(=O)O)[C@H](C[C@@H]1C(=O)O)C(=O)O,Mn,2.04575,1.01686,2.03714,263,0.3322127422693721,1.0,0.0,1.831391593398449
GUXZIJ,OP(=O)(c1ccc(cc1)P(=O)(O)O)O,U,4.80985,4.13807,4.54783,136,0.39648450947935904,0.2602739726027397,0.0,17.591236953486494
GUXZOP,OP(=O)(c1ccc(cc1)P(=O)(O)O)O,U,4.92641,1.06877,4.91947,136,0.7506338404971692,0.2602739726027397,0.0,17.543291869344696
GUXZUV,OP(=O)(c1ccc(cc1)P(=O)(O)O)O,U,6.04296,4.88173,6.04296,136,0.24564705979573634,0.2602739726027397,0.0,17.623112663597333
GUZXUU,OP(=O)(CNCP(=O)(O)O)O,Co,1.59595,1.00099,1.57634,0,0.17913840881739343,0.00558659217877095,0.034992381919756226,3.4317350033624257
GUZXUU01,OP(=O)(CNCP(=O)(O)O)O,Co,1.6272,1.02988,1.6272,0,0.17913831286239632,0.00558659217877095,0.034992381919756226,3.4316559189269014
HABQUY,OC(=O)c1cc(C#Cc2ccc(cc2)C#Cc2cc(C#Cc3ccc(cc3)C#Cc3cc(cc(c3)C(=O)O)C(=O)O)cc(c2)C#Cc2ccc(cc2)C#Cc2cc(cc(c2)C(=O)O)C(=O)O)cc(c1)C(=O)O,Cu,25.73803,12.08789,18.7758,3,0.19959989676790055,0.1248945147679325,9.041704480793378e-05,129.28957751191126
HABZEQ,OC(=O)c1cc(ccc1C(=O)O)C(=O)O,Co,3.99415,2.28779,3.89409,0,0.30852847147362955,0.19553072625698326,0.0042851477347123955,118.67842117039024
HACPOR,NCCN,Cd,2.0984,1.01528,2.09812,481,0.331341400228015,1.0,0.0,2.652994041834615
HACPOR01,NCCN,Cd,2.11286,1.12684,2.10385,481,0.33333333333333454,1.0,0.0,2.653718795943502
HACVAI,OC(=O)CN(CC(=O)O)CCN(CC(=O)O)CC(=O)O,Na,1.43476,0.8203,1.43042,482,0.3333333333333333,1.0,0.0,1.9219200425751384
HACVAI01,OC(=O)CN(CC(=O)O)CCN(CC(=O)O)CC(=O)O,Na,1.49855,0.86733,1.48827,482,0.33261859526092036,1.0,0.0,1.9217522777329608
HADLOQ01,n1[nH]cc(c1)c1ccc(cc1)c1c[nH]nc1,Co,10.03253,9.59417,10.01533,73,0.6267473335584306,0.9375,0.0,13.950914438591202
HADMAD01,Fc1cc(c(cc1c1c[nH]nc1)F)c1c[nH]nc1,Co,9.91946,9.58016,9.91946,73,0.6037561282175781,0.9375,0.0,12.998751319093632
HADMIL,Cc1cc(c(cc1c1c[nH]nc1)C)c1c[nH]nc1,Co,4.23242,3.58092,4.23242,73,0.5958316200709144,0.9375,0.0,12.668575518834047
HAFDUQ,O=C(c1ccc(cc1)c1cncnc1)Nc1cc(cc(c1)C(=O)O)C(=O)O,Cu,10.18087,3.36139,10.17258,3,0.13009756816336224,0.06751054852320676,0.00013675656197585558,67.50403885126228
HAFFEC,O=C(c1ccc(cc1)c1cncnc1)Nc1cc(cc(c1)C(=O)O)C(=O)O,Cu,10.00897,3.39547,10.00897,3,0.14798175264864966,0.06835443037974684,0.00013846797878262223,68.31520918988532
HAFGUT,O=C(c1ccc(cc1)c1cncnc1)Nc1cc(cc(c1)C(=O)O)C(=O)O,Cu,10.12187,3.71121,10.12187,3,0.6800763292566973,0.07004219409282701,0.00014551741484502783,69.94811026781815
HAFQUC,OC(=O)c1ccc(cc1)C(=O)O,Al,6.71041,5.31482,6.69698,166,0.7456243528554886,0.8405797101449275,0.020036254454717427,51.38515326425887
HAFVOB,OC(=O)c1ccc(cc1)P(c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,Ca,5.2075,3.92346,5.20636,78,0.4052807144228325,0.4491525423728814,0.0024470035427961406,44.45734483513952
HAFVUH,OC(=O)c1cc(cc(c1)C(=O)O)c1cc(cc(c1)C(=O)O)C(=O)O,Mg,7.25835,7.14144,7.25835,84,0.34903144192969343,0.33628318584070793,0.004604388676672811,32.36895702327019
HAFWAO,OC(=O)c1cc(cc(c1)C(=O)O)c1cc(cc(c1)C(=O)O)C(=O)O,Zn,9.40055,7.02144,9.35707,5,0.4598821816924296,0.33428775948460987,0.0014572405157792835,403.7446544820803
HAHPIQ,c1ccc(cc1)c1[nH]nc(n1)c1ccccc1,Ag,9.53782,8.62412,9.53782,483,0.2967285741552435,1.0,0.0,1.9943485012873858
HAHPOW,c1ccc(cc1)c1[nH]nc(n1)c1ccccc1,Ag,9.6196,8.46967,9.6196,483,0.3333333333333333,1.0,0.0,1.9949651501769539
HAJDII,OC(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)O,Tb,7.11023,6.37447,7.11023,9,0.32712500760997637,0.3248730964467005,0.0013364044675948704,54.367843919991664
HAJKOU,Nc1nccc(c1)C(=O)O,Co,6.22574,3.26734,6.22574,0,0.16573748966237414,0.11452513966480447,6.195550474996994e-05,67.8233345517349
HAJPEQ,n1ccc(cc1)c1ccc(cc1)[C@]12C[C@]3(C[C@@](C2)(C[C@@](C1)(C3)c1ccc(cc1)c1ccncc1)c1ccc(cc1)c1ccncc1)c1ccc(cc1)c1ccncc1,Cu,6.11968,3.57208,6.10997,3,0.07018663504784141,0.02278481012658228,0.0033726764739422975,22.90647606644781
HAJTEU,OC=O,Tb,3.46252,2.11426,3.43905,484,0.0,1.0,0.0,2.999341788798314
HAJTEU01,OC=O,Tb,3.52028,2.12204,3.51936,484,0.06193337309317334,1.0,0.0,2.99917202950558
HAJVAS,OC=O,Ho,3.47298,2.1057,3.45574,485,0.3333333333333333,1.0,0.0,3.998567596264702
HAJVAS01,OC=O,Ho,3.51006,2.10411,3.50945,485,0.3330721124082932,1.0,0.0,3.9985640102236935
HAJVUM,OC=O,Tm,3.34247,2.06929,3.34247,486,0.3333333333333333,1.0,0.0,4.999693375332232
HAJVUM01,OC=O,Tm,3.45452,2.06633,3.40333,486,0.3319642374461485,1.0,0.0,4.999579951133004
HAJVUM02,OC=O,Tm,3.49668,2.08022,3.41691,486,0.0,1.0,0.0,4.999536592020017
HAJVUM03,OC=O,Tm,3.52667,2.10616,3.52667,486,0.28816682173525504,1.0,0.0,4.999520395367867
HAJWOH,OC=O,Yb,3.44246,2.07282,3.42878,487,0.17503400209898246,1.0,0.0,3.999204049952427
HAJWOH01,OC=O,Yb,3.48823,2.08706,3.39915,487,0.17203665040445534,1.0,0.0,3.999198474446457
HAJXAU,OC=O,Lu,3.40931,2.05041,3.40931,488,0.2728433291276815,1.0,0.0,2.9996599961337833
HAJXAU01,OC=O,Lu,3.47505,2.06012,3.45658,488,0.23194117683063573,1.0,0.0,2.9995855113974326
HAJXIC,OC=O,Y,3.47697,2.09437,3.47697,489,0.2449265741133786,1.0,0.0,10.99452426822031
HAJXOI,OC=O,Y,3.51105,2.10741,3.41448,489,0.3333333333333333,1.0,0.0,10.994585786470342
HAJYAV,OC(=O)c1cc(c2ccc(cc2)C(=O)O)c(cc1c1ccc(cc1)C(=O)O)C(=O)O,Co,4.46648,2.08384,4.46184,0,0.3005115457876353,0.19832402234636873,0.0020240683730718104,119.56357514202004
HAJYEZ,OC(=O)c1cc(c2ccc(cc2)C(=O)O)c(cc1c1ccc(cc1)C(=O)O)C(=O)O,Ni,5.05238,3.74879,5.0501,12,0.38525414806297736,0.26041666666666663,0.01099748349881802,41.83756870350932
HAKWUM,OP(=O)(CCP(=O)(O)O)O,Ga,3.05952,2.3775,3.05836,281,0.27516925359285066,0.75,0.0,5.778305764195241
HAKXEX,OP(=O)(Cc1ccc(cc1)CP(=O)(O)O)O,Ga,1.77691,1.31895,1.77691,490,0.0,1.0,0.0,0.9997683634696308
HAKXEX01,OP(=O)(Cc1ccc(cc1)CP(=O)(O)O)O,Ga,2.02945,1.34173,1.98225,490,0.0,1.0,0.0,0.9997683634696308
HAKYOH,OC(=O)C(=O)O,Pb,2.78749,1.77026,2.78396,491,0.3333333333333333,1.0,0.0,1.9999127227613573
HALTUM,OC(=O)c1cc(c2ccc(cc2)C(=O)O)c(cc1c1ccc(cc1)C(=O)O)C(=O)O,Ni,4.27809,2.05675,4.27809,12,0.35921874109511825,0.24479166666666666,0.009274112330872906,39.393800133378505
HALVAU,OC(=O)c1cc(c2ccc(cc2)C(=O)O)c(cc1c1ccc(cc1)C(=O)O)C(=O)O,Ni,4.86529,2.93,4.59146,12,0.3511856892252195,0.23958333333333331,0.008828823421443307,38.65057607291176
HALVEY,OC(=O)c1cc(c2ccc(cc2)C(=O)O)c(cc1c1ccc(cc1)C(=O)O)C(=O)O,Co,4.09085,2.71301,4.09085,0,0.32372202666127814,0.2122905027932961,0.00261961517945439,127.71044383637543
HAPGIR,OC(=O)c1ccc2c(c1)[nH]nn2,Mn,6.03231,4.20825,6.01295,2,0.13329414772850204,0.10040983606557377,0.0020449725653886278,39.60185652924707
HAPNOE,OC(=O)c1cc(/N=N/c2ccc(c(c2)C(=O)O)O)ccc1O,Er,5.2425,3.7042,5.2425,10,0.38912463945988707,0.056179775280898875,0.0,4.048492860501897
HAQJIV,OC(=O)c1cc(cc(c1)C(=O)O)N1CCN([C@H](C1)C)c1cc(cc(c1)C(=O)O)C(=O)O,Cu,10.92153,5.21333,10.74606,3,0.20345946740300072,0.07341772151898734,0.0,70.26994487832022
HAQRID,OC(=O)c1cc(cc(c1)C(=O)O)c1cc(cc(c1)C(=O)O)C(=O)O,Zn,8.35999,7.36684,8.35999,5,0.4532764457138259,0.3299928418038654,0.0013631317061135876,398.1692470893586
HARSIE,OC(=O)c1ccc(cc1)OC[C@]1(C)[C@H]([C@@H]1Oc1ccc(cc1)C(=O)O)Oc1ccc(cc1)C(=O)O,Er,5.60515,5.32354,5.60515,10,0.2750389622778601,0.0449438202247191,0.0,3.2442459837426565
HASNIB,OC(=O)C(=O)O,Eu,5.43046,4.38784,5.29436,131,0.6296296296296297,0.9,0.0,8.807497100395896
HASNOH,OC(=O)C(=O)O,Tb,5.38901,4.394,5.38458,229,0.3248574702050515,1.0,0.0,15.22453714717865
HASNUN,OC(=O)C(=O)O,Eu,5.5627,4.54317,5.5627,131,0.6296249832822429,0.9,0.0,8.807387006612815
HATFIU,ON1C=C(CC(=C1)c1ccncc1)c1ccncc1,Cd,3.44428,1.29572,3.44428,16,0.11621086265545305,0.0030581039755351687,0.0,2.4187289645726207
HAVKOG,OC(=O)c1ccc2c(c1)ccc(c2)C(=O)O,Nd,3.50182,1.0506,3.49728,28,0.4070754351935932,0.27906976744186046,0.01613816570516407,30.239250310642586
HAVKUM,OC(=O)c1ccc2c(c1)ccc(c2)C(=O)O,Nd,1.9151,1.31209,1.9151,28,0.40056993597139084,0.27906976744186046,0.010485018369050672,30.436680038134153
HAVVUX,c1ccc(cn1)c1nnn[nH]1,Cu,8.35774,6.74867,8.34366,3,0.210107043458011,0.03713080168776371,0.0007401968801706211,37.831755523646464
HAVXUZ,c1ncn(c1)c1ccc(cc1)n1cncc1,Ni,6.80217,1.62788,6.80217,492,0.3333333333333333,1.0,0.0,1.8095175488876873
HAWDIU,Oc1cc(cc(c1)C(=O)O)C(=O)O,La,2.01911,0.7054,1.99497,7,0.13992254707080753,0.22580645161290322,0.028097830156018713,29.15810427390104
HAWFIV,OC(=O)c1cccnc1,Cd,2.59919,1.14143,2.50784,16,0.20127297370598476,0.11416921508664629,0.002504789153320466,94.49292596806428
HAWVAE,OC(=O)c1ccc(s1)C(=O)O,Gd,5.43472,3.75459,5.43472,398,0.09806313724971005,1.0,0.0,3.986713262862066
HAWVEI,OC(=O)c1ccc(s1)C(=O)O,Nd,5.44774,3.7649,5.44192,214,0.3016504240000586,1.0,0.0,4.989263965297694
HAWVIM,OC(=O)c1ccc(s1)C(=O)O,Eu,5.41474,3.72498,5.39995,397,0.3006344761167365,1.0,0.0,5.983647554975044
HAWVOQ,N#CNC#N,Co,1.85235,1.04787,1.85103,94,0.3281084758997963,1.0,0.0,14.993280132066147
HAWVOQ01,N#CNC#N,Co,1.85655,1.04363,1.85655,94,0.3333333333333333,1.0,0.0,14.993113664480207
HAWVOQ04,N#CNC#N,Co,1.56294,0.79315,1.55932,94,0.3245819802328356,1.0,0.0,14.988367633597765
HAWVOQ05,N#CNC#N,Co,1.53909,0.90988,1.53672,94,0.33325946811959284,1.0,0.0,14.993825649267166
HAWVOS,OC(=O)c1ccc(s1)C(=O)O,Er,5.41179,3.71334,5.38603,223,0.3333333333333333,1.0,0.0,1.9954281749937963
HAWVUY,OC(=O)c1ccc(s1)C(=O)O,Tb,5.4288,3.7248,5.42521,213,0.0,1.0,0.0,3.985008570766743
HAWWAF,OC(=O)c1ccc(s1)C(=O)O,Dy,5.36818,3.69998,5.3038,212,0.0,1.0,0.0,4.9813077761013576
HAWZEK01,OC(=O)CN(CC(=O)O)CC(=O)O,K,2.27679,1.22788,2.27679,493,0.0,1.0,0.0,0.9972783794510124
HAWZEM,OC(=O)c1ccncc1,Cu,4.88188,3.71577,4.8726,3,0.29404059850425673,0.20759493670886076,0.0028108802829230903,208.18733586606436
HAXYIQ,OC(=O)c1ccc(cn1)C(=O)O,Nd,3.03655,2.0128,3.03117,28,0.20243532024750321,0.13953488372093023,0.010035524258410498,15.362536345032575
HAYQAC,COc1cc(cc(c1c1c(OC)cc(cc1OC)C(=O)O)OC)C(=O)O,Mn,3.78235,1.76521,3.77217,2,0.12070237275523905,0.07377049180327869,0.004378255552584728,30.27087052056619
HAYXEN,OC(=O)c1ccc(cc1)Oc1cncc(c1)C(=O)O,Cu,2.16086,1.17502,2.16086,3,0.326713659817406,0.0270042194092827,1.6496051777473296e-05,27.439100720384683
HAYXIR,OC(=O)c1ccc(cc1)c1cncc(c1)C(=O)O,Cu,1.87942,0.89014,1.85951,3,0.6746393576112503,0.13164556962025317,0.0010499722756584658,130.75753993328445
HAYZAL,[nH]1nc2c(n1)cc1c(c2)Oc2c(O1)cc1c(c2)[nH]nn1,Fe,19.18041,18.55228,19.1523,494,0.0,1.0,0.0,0.9997898365741904
HAYZEP,[nH]1nc2c(n1)cc1c(c2)Oc2c(O1)cc1c(c2)[nH]nn1,Fe,15.55613,13.75819,15.5315,494,0.0,1.0,0.0,0.9997898365741904
HAZBOA,OC(=O)c1cc(C(=O)O)c(cc1C(=O)O)C(=O)O,Sm,2.01768,0.78982,1.87794,26,0.3479796260540009,0.06666666666666667,0.014918169974614112,5.192063511664867
HAZGOF,OC(=O)c1ccc(cc1)C(=O)O,Sc,3.94482,3.03022,3.65279,14,0.670522014787224,0.9787234042553191,0.0002422800757675873,45.14600973715014
HAZGOF04,OC(=O)c1ccc(cc1)C(=O)O,Sc,3.89421,2.95242,3.77894,14,0.6705466259919505,0.9787234042553191,0.0002422800757675873,45.149223282620575
HAZGOF05,OC(=O)c1ccc(cc1)C(=O)O,Sc,3.90121,2.95036,3.90121,14,0.6705452615276197,0.9787234042553191,0.0002422800757675873,45.1475761822827
HAZGOF06,OC(=O)c1ccc(cc1)C(=O)O,Sc,3.90193,2.96629,3.78966,14,0.6705466740492437,0.9787234042553191,0.0002422800757675873,45.14922955757943
HAZGOF10,OC(=O)c1ccc(cc1)C(=O)O,Sc,3.97905,3.00808,3.65586,14,0.6705465734404359,0.9787234042553191,0.0002422800757675873,45.14583173978118
HAZGOF15,OC(=O)c1ccc(cc1)C(=O)O,Sc,4.00184,3.0315,3.97629,14,0.6705387418540786,0.9787234042553191,0.0002422800757675873,45.14819383136744
HAZNED,OC(=O)c1cc(Br)cnc1,Cd,4.86872,2.92818,4.86246,16,0.13238151858932973,0.06320081549439348,0.0004929403588158054,51.805472649605385
HAZNIH,OC(=O)c1cc(Br)cnc1,Cd,4.8647,2.92988,4.8647,16,0.10634490044253271,0.06320081549439348,0.0004929403588158054,51.80552326960485
HAZNON,OC(=O)c1cc(Br)cnc1,Cd,4.92321,2.61042,4.91733,16,0.10631560251969185,0.06320081549439348,0.0004929403588158054,51.776356442989645
HAZPAB,OC(=O)c1cc(Br)cnc1,Cd,4.45883,1.77059,4.39162,16,0.08660516325137801,0.05606523955147809,0.0004031414539031167,46.042627158118435
HAZPIJ,OC(=O)c1cc(Br)cnc1,Cd,2.2088,1.04395,2.2088,16,0.10626832181013295,0.06320081549439348,0.0004929403588158054,51.72928729527432
HAZPIJ01,OC(=O)c1cc(Br)cnc1,Cd,2.16105,1.04399,2.16033,16,0.17219445471595485,0.06320081549439348,0.0004929403588158054,51.73953706369371
HAZPOP,OC(=O)c1cc(Br)cnc1,Cd,4.45442,1.53448,4.44645,16,0.19917854063423715,0.03669724770642202,0.0002013011005143208,30.78139851472595
HAZVUC,OC(=O)c1ccc(cc1)S(=O)(=O)C,K,1.90015,1.06255,1.63064,63,0.2731274130616951,0.2272727272727273,0.0,8.299701021368481
HAZYUE,OC(=O)CN(c1ccc(cc1)C(=O)O)CC(=O)O,Zn,1.7495,1.04359,1.7495,5,0.15445798389468096,0.1159627773801002,3.1613085367054228e-06,137.65473318699864
HEBJEF,OC(=O)c1ccc(cc1)COc1cc(cc(c1)C(=O)O)C(=O)O,Mn,4.94066,1.97128,4.93824,2,0.23475171854189744,0.18237704918032788,0.001987699166562128,74.42927970147915
HEBKAC,CC(C[C@@H](C(=O)O)NCc1ccncc1)C,Cd,3.48791,2.24591,3.47994,16,0.10581247852147263,0.009174311926605505,0.0,8.511839526505689
HEBKIK,OC[C@@H](C(=O)O)NCc1ccncc1,Cd,3.78582,2.15024,3.78582,16,0.734820840812498,0.011213047910295617,0.004718217562254262,9.971453362020194
HEBLAC,OC(=O)Cc1ccncc1,Ag,1.73533,1.00801,1.73238,1,0.2428515121864007,0.035398230088495575,0.165665223707427,6.5724061589321465
HEBNAF,OC(=O)c1ccc(cc1)n1ncnc1,Zn,2.55762,1.6311,2.50856,5,0.10624478758519351,0.08088761632068718,1.1046130107628613e-06,93.84704462118775
HEBZEV,ClC1=N[C@H](C(=N1)C(=O)N)C(=O)N,Zn,7.73968,3.68294,7.73968,495,0.0,1.0,0.0,0.8747793470646924
HEDCAW,OC(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)O,Zn,6.94174,5.62613,6.94174,5,0.3775268343180307,0.2798854688618468,0.0006950431226046149,330.6712357657505
HEDHOP,n1ccc(cc1)c1nnn[nH]1,Cd,2.06405,1.37798,2.06405,16,0.42691175214027194,0.04994903160040775,0.001686809643375234,43.02810417645615
HEDHUV,n1ccc(cc1)c1nnn[nH]1,Cd,1.89403,1.04309,1.8894,16,0.09462081942609261,0.05096839959225281,0.0017645246296943361,43.82481542966303
HEFSUJ,OP(=O)(Cc1cc(cc(c1)CP(=O)(O)O)CP(=O)(O)O)O,U,6.02956,5.0786,5.99748,496,0.0,1.0,0.0,1.9981516212067518
HEFXAR,NCC(=O)O,Li,1.68272,1.25182,1.66664,216,0.0,0.2,0.0,0.8139568229633971
HEHLAK,c1ccc(cn1)CC[Si](CCc1cccnc1)(CCc1cccnc1)CCc1cccnc1,Cu,6.01566,4.18524,6.01566,3,0.20650009031092945,0.0008438818565400844,0.0,0.8338555853382869
HEHROE,OC(=O)c1cc(cc(c1)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,Cu,11.75772,9.85838,11.75772,3,0.42474820546541764,0.2751054852320675,0.0031297673143814405,277.4841748600681
HEHVOI,OC(=O)c1ccc(cc1)c1c(cc(cc1C(=O)O)C(=O)O)C(=O)O,Zn,7.11086,2.63701,7.11086,5,0.3390843401196999,0.2534001431639227,0.0004603850590970212,296.53982025588175
HEHZAY,OC(=O)c1cc(cc(c1)C(=O)O)OP1(Oc2cc(cc(c2)C(=O)O)C(=O)O)NP(Oc2cc(cc(c2)C(=O)O)C(=O)O)(Oc2cc(cc(c2)C(=O)O)C(=O)O)NP(N1)(Oc1cc(cc(c1)C(=O)O)C(=O)O)Oc1cc(cc(c1)C(=O)O)C(=O)O,Cd,7.06386,5.37051,7.05164,16,0.09394262202364967,0.057084607543323146,3.386099873663711e-05,46.98591918426698
HEJCIL,OC(=O)c1ccc(cc1)/C=C/c1ccncc1,Cu,9.71802,9.44482,9.48705,3,0.08828042170168703,0.04725738396624472,0.00210588294372224,48.861619948919525
HEJCOR,OC(=O)c1ccc(cc1)/C=C/c1ccncc1,Cu,4.69307,3.33508,4.65774,3,0.13731013748328785,0.048945147679324896,0.0026391795178807667,50.639671926180576
HEJGAH,OC(=O)c1ccc(cc1)c1cc(c2ccc(cc2)C(=O)O)c(cc1c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,Y,12.54989,8.01572,12.54989,55,0.4660832753102569,0.6388888888888888,0.009048388719114038,19.91379963782366
HEJGIP,OC(=O)c1ccc(cc1)c1cc(c2ccc(cc2)C(=O)O)c(cc1c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,Y,12.64983,8.03616,12.59425,55,0.46608314211842333,0.6388888888888888,0.009048388719114038,19.913788450227436
HEJQAR,c1cnn[nH]1,Cd,6.46286,4.74052,6.46286,497,0.31425891019747115,1.0,0.0,4.999215020541646
HEJQEV,c1cnn[nH]1,Mn,6.17422,4.49653,6.17422,498,0.0,1.0,0.0,0.9999999618387392
HEJQIZ,c1cnn[nH]1,Zn,5.89045,4.27137,5.89045,499,0.3333333333333333,1.0,0.0,1.9999999357513727
HEJQOF,c1cnn[nH]1,Cd,6.43813,4.71728,6.43813,497,0.14823934200467193,1.0,0.0,4.999227435588027
HEJQUL,c1cnn[nH]1,Cd,6.42627,4.13446,6.42627,497,0.31816253663085564,1.0,0.0,4.998687013911269
HEJRAS,c1cnn[nH]1,Cd,6.46334,4.74746,6.46334,497,0.30909846699554083,1.0,0.0,4.999198608330388
HEJREW,c1cnn[nH]1,Mn,6.17972,4.50664,6.17972,498,0.0,1.0,0.0,0.9999999618387392
HEJRIA,c1cnn[nH]1,Zn,5.94416,4.31587,5.94416,499,0.0,1.0,0.0,1.9999998375236232
HEJROG,c1cnn[nH]1,Zn,5.87953,4.2583,5.87953,499,0.013432235767443975,1.0,0.0,1.9999998414818778
HEJTOI,n1ccc(cc1)c1nnc(o1)c1ccc2c(n1)cccc2,Cu,9.89947,4.94547,9.89776,3,0.11454792221579246,0.006751054852320675,0.0016877637130801708,6.941532271801429
HEKTAU,OC(=O)c1ccc(cc1)c1cc(nc(c1)c1ccncc1)c1ccncc1,Cd,4.39166,3.34641,4.37294,16,0.1933144322017882,0.10601427115188584,0.003087175778062954,88.90954534974989
HEKTUO,OC(=O)c1ccc(cc1)c1cc(cc(c1)C(=O)O)C(=O)O,Cd,2.40549,1.49246,2.3551,16,0.48347103046253465,0.27828746177370034,0.0030774669478817033,232.90536576259487
HEKTUO01,OC(=O)c1ccc(cc1)c1cc(cc(c1)C(=O)O)C(=O)O,Cd,2.39472,1.48223,2.38305,16,0.061771937029807926,0.27828746177370034,0.0030774669478817033,232.89987661738692
HELDOT,OC(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,Co,8.63303,8.33483,8.63303,0,0.4390851863689193,0.2905027932960894,0.002020504124766823,177.30203019818666
HELFAI,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,La,7.5404,6.14215,7.52863,7,0.37600568389557365,0.41935483870967744,0.09501647458306527,55.286493036746045
HELNEU,OC(=O)c1ccc(cc1)C(=O)O,Dy,7.59988,4.04116,7.59526,22,0.8504483272658739,0.6194690265486725,0.0515864923640188,60.4754123895329
HELNIY,OC(=O)c1ccc(cc1)C(=O)O,Sm,7.85552,4.09134,7.84804,26,0.4860052544441527,0.6,0.07558768731656021,46.455742833008934
HEMZUX,n1ccncc1,Cu,3.60877,2.3866,3.60399,3,0.14480728714399974,0.03037974683544304,4.303769946409198e-07,31.93020029356463
HENSEB,OC(=O)c1ccc(o1)C(=O)O,Zn,5.88071,4.65205,5.86083,271,0.32199628236278005,1.0,0.0,8.991162755759733
HEPLIA,OC(=O)CSc1c2Sc3cc(cc(c3SCC(=O)O)Sc3cc(cc(Sc4c(c(Sc1cc(c2)C(C)(C)C)cc(c4)C(C)(C)C)SCC(=O)O)c3SCC(=O)O)C(C)(C)C)C(C)(C)C,Mn,2.52768,1.40554,2.42114,500,0.0,1.0,0.0,0.9999541323810112
HEPLUM,OC(=O)CSc1c2Sc3cc(cc(c3SCC(=O)O)Sc3cc(cc(Sc4c(c(Sc1cc(c2)C(C)(C)C)cc(c4)C(C)(C)C)SCC(=O)O)c3SCC(=O)O)C(C)(C)C)C(C)(C)C,Mn,5.88456,3.29332,5.87677,500,0.0,1.0,0.0,0.9999541323810112
HEQTAB,OC(=O)c1cc(cc(c1)C(=O)O)c1cc(cc(c1)C(=O)O)C(=O)O,Pb,5.89824,1.5565,5.62926,6,0.3110802979320015,0.2611464968152866,0.013725043433929997,34.7263163520549
HERHAQ,OC(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)O)c1cc(cc(c1)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,Zr,11.82121,7.40875,11.82121,18,0.5972375804023291,0.8146067415730337,0.003993722811535777,127.3997785019157
