refcode,linker SMILES,metal,Largest Cavity Diameter,Pore Limiting Diameter,Largest Free Sphere,Gravity,Degree_Centrality,Betweenness_Centrality,Edge_Weight_Sum,Community_ID
ABAVIJ,OC(=O)c1ccncc1,Co,4.43864,2.4964,3.9804,0.398330634004158,0.2595307917888563,0.002977976023581899,152.20431150316696,785
ABAVOP,OC(=O)c1ccncc1,Co,3.53566,2.44164,3.51741,0.39481817830006427,0.2565982404692082,0.002985639299565897,151.10592068549676,785
ABAVUV,OC(=O)c1ccncc1,Co,4.9992,4.29904,4.982,0.387577015354043,0.250733137829912,0.003097567117158172,147.13225460828792,785
ABAYOU,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Co,11.27344,4.5108,11.27344,0.7066360800080925,0.3724340175953079,0.016098045173591716,215.60097657046316,785
ABEMIF,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Cu,11.25251,6.80253,11.25251,0.5993537448309092,0.4938820912124583,0.005644855698498231,385.5748135100875,1
ABUFOU,OC(=O)/C=C/c1ccc(cc1)/C=C/C(=O)O,Mn,2.13608,1.65727,2.11833,0.5846165832385496,0.00631578947368421,0.00421258876088514,2.55771843835571,186
ACICOH,OC(=O)c1ccncc1,Ni,5.23439,3.67775,5.17003,0.633770534742367,0.39999999999999997,0.016443593296290825,65.05579132776388,43
ACODIH,OC(=O)c1ccc(cc1)P(=O)(c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,Zn,6.22954,4.82188,6.21878,0.6388231410121339,0.21792618629173988,0.0005016770261999156,212.05102365848012,2
ADARAA,OC(=O)c1cc(cc(c1)C(=O)O)/C/1=C/2\C=CC(=N2)/C(=c\2/cc/c(=C(\C3=N/C(=C(\c4[nH]c1cc4)/c1c(Br)cccc1Br)/C=C3)/c1cc(cc(c1)C(=O)O)C(=O)O)/[nH]2)/c1c(Br)cccc1Br,Co,12.29205,4.93395,12.29205,0.4270351499415919,0.005865102639296188,4.784714177921511e-07,3.5223731446976108,785
ADEGIA,OC(=O)c1ccc(cc1)C(=O)O,Gd,2.88073,1.44486,2.87942,0.817531611282077,0.44025157232704404,0.045032479870293074,60.38803436931635,77
ADEGIA01,OC(=O)c1ccc(cc1)C(=O)O,Gd,2.88895,1.25148,2.80568,0.7607465508924498,0.4276729559748428,0.037294036516240206,58.74268053845136,77
ADONEP,OC(=O)c1cncc(c1)C(=O)O,Cu,9.30228,4.89261,8.39094,0.29653633650412886,0.25250278086763067,0.001466002176345275,192.66446572842224,1
ADUVAZ,OC(=O)c1[nH]c(c2cc(cc(c2)C(=O)O)C(=O)O)c([nH]c1c1cc(cc(c1)C(=O)O)C(=O)O)C(=O)O,Zn,6.37027,3.32206,6.21661,0.503279606399664,0.11159929701230228,1.0118517508541635e-05,107.19955391325104,2
AFIXAO,c1ncc[nH]1,Co,6.33013,4.53148,6.32971,1.0,1.0,0.024338624338624337,9.975356873191537,521
AFOTOF,OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)O,Eu,6.60057,5.0347,6.59902,0.46974844063280463,0.3684210526315789,0.0129524880559935,79.39775606807572,229
AFOVAT,OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)O,La,6.397,4.99848,6.31381,0.6787558344344249,0.2838709677419355,0.1423764878334065,37.75808480764239,306
AFOVIB,OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)O,Gd,6.59796,4.92425,6.53518,0.4923388820815716,0.2893081761006289,0.021395139989287968,39.818776080403914,77
AFOVOH,OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)O,Nd,6.65313,4.8196,6.18579,0.32969771973177286,0.2777777777777778,0.04048707503859297,30.087627774335996,132
AFUDUD,OC(=O)c1ccc(cc1)c1ccc(cc1)c1cc(cc(c1)C(=O)O)C(=O)O,Gd,5.96558,3.88578,5.96558,0.3888472983749913,0.27672955974842767,0.004808374570879019,37.92104047069267,77
AGEGOL,O=C1C(=O)C(=O)C1=O,Ca,3.67071,1.04284,3.15977,1.0,1.0,0.02666666666666667,5.938962819260265,263
AHAKEA,Oc1cc(nc(c1)C(=O)O)C(=O)O,Ce,1.97554,0.99077,1.96307,0.6553323096234316,0.13953488372093023,0.024347758924765515,9.982188659550971,182
AHEMEG,OC(=O)c1ccncc1,Cu,2.35225,1.41779,2.35225,0.29102176511152006,0.2424916573971079,0.002723120823737153,184.50990060032765,1
AHOBAB,OC(=O)c1ccc(cc1)N,Mn,1.58627,0.92558,1.58627,0.6056076223247034,0.27999999999999997,0.0019107370115460749,110.56097581211402,186
AHONEQ,OC(=O)c1cccc(c1)C(=O)O,Eu,2.76177,1.49883,2.76048,0.47883466834269534,0.3360323886639676,0.021710007410869488,69.76624949727649,229
AJIJEI02,Nc1cc(cc(c1)C(=O)O)C(=O)O,Cd,2.34071,2.00407,2.34071,0.3433528619051915,0.12192118226600986,0.0002211232973621613,84.76586430450631,52
AJIQIU,OC(=O)c1ccc(cc1)NNc1ccc(cc1)C(=O)O,Cd,1.69473,1.13596,1.66659,0.313655995821024,0.19458128078817735,0.0024581176488954986,130.699633544236,52
AKOXIJ,OC(=O)c1ccncc1,Ni,7.14788,4.61354,6.21478,0.6195025307291242,0.39473684210526316,0.014761639927549275,63.90095719942931,43
ALEJIM,O=C(Nc1cc(cc(c1)C(=O)O)C(=O)O)Nc1cc(NC(=O)Nc2cc(cc(c2)C(=O)O)C(=O)O)cc(c1)NC(=O)Nc1cc(cc(c1)C(=O)O)C(=O)O,Zn,18.20917,5.38393,11.84134,0.4602567688997953,0.10017574692442882,6.471130422482597e-05,96.5996155005031,2
ALEQIT,OC(=O)c1ccc(cc1)C(=O)O,Tb,2.33632,1.40235,2.31142,0.6762065802038476,0.5459183673469388,0.03158503029460898,92.5263883744292,116
ALUJEX,OC(=O)c1ccc(cc1)C(=O)O,La,4.21186,1.415,4.15505,0.7335414488841756,0.3870967741935484,0.07871504758275451,51.52624821107074,306
ALUJUN,OC(=O)c1ccc(cc1)C(=O)O,Y,2.72505,1.11645,2.54188,1.0,0.861111111111111,0.15458265241317143,26.79057325209455,192
ALUKIC,OC(=O)c1ccc(cc1)/N=N/c1ccc(cc1)C(=O)O,Ce,6.69309,5.0685,6.69309,0.7514496344094423,0.26744186046511625,0.0016160981059386522,19.556443081760168,182
ALUKOI,OC(=O)c1ccc(cc1)/N=N/c1ccc(cc1)C(=O)O,Sm,6.68104,5.08377,6.68104,0.4547577346321209,0.1590909090909091,0.00038296463239990806,11.85014271257062,89
ALULEZ,OC(=O)c1ccc(cc1)/N=N/c1ccc(cc1)C(=O)O,Ce,18.75081,13.38249,18.51252,0.607374188669076,0.26744186046511625,0.001361314906387037,19.580805262291012,182
AMBZAG10,OC(=O)c1ccc(cc1)N,Ag,2.32181,1.18814,2.31351,0.3297282600878317,0.08071748878923767,0.005170697085273516,14.81826603439342,34
